 Hertz,Farad,V across C
        281.72000000,    .000000997366739,        608.33954683
        282.08000000,    .000000994822617,        609.11692237
        282.44000000,    .000000992288217,        609.89429791
        282.80000000,    .000000989763491,        610.67167345
        283.16000000,    .000000987248387,        611.44904899
        283.52000000,    .000000984742858,        612.22642453
        283.88000000,    .000000982246855,        613.00380007
        284.24000000,    .000000979760330,        613.78117560
        284.60000000,    .000000977283235,        614.55855114
        284.96000000,    .000000974815522,        615.33592668
        285.32000000,    .000000972357144,        616.11330222
        285.68000000,    .000000969908054,        616.89067776
        286.04000000,    .000000967468205,        617.66805330
        286.40000000,    .000000965037551,        618.44542884
        286.76000000,    .000000962616046,        619.22280438
        287.12000000,    .000000960203643,        620.00017992
        287.48000000,    .000000957800298,        620.77755546
        287.84000000,    .000000955405964,        621.55493099
        288.20000000,    .000000953020598,        622.33230653
        288.56000000,    .000000950644153,        623.10968207
        288.92000000,    .000000948276587,        623.88705761
        289.28000000,    .000000945917854,        624.66443315
        289.64000000,    .000000943567910,        625.44180869
        290.00000000,    .000000941226713,        626.21918423
        290.36000000,    .000000938894218,        626.99655977
        290.72000000,    .000000936570383,        627.77393531
        291.08000000,    .000000934255165,        628.55131085
        291.44000000,    .000000931948522,        629.32868639
        291.80000000,    .000000929650410,        630.10606192
        292.16000000,    .000000927360788,        630.88343746
        292.52000000,    .000000925079614,        631.66081300
        292.88000000,    .000000922806847,        632.43818854
        293.24000000,    .000000920542446,        633.21556408
        293.60000000,    .000000918286369,        633.99293962
        293.96000000,    .000000916038576,        634.77031516
        294.32000000,    .000000913799025,        635.54769070
        294.68000000,    .000000911567678,        636.32506624
        295.04000000,    .000000909344494,        637.10244178
        295.40000000,    .000000907129433,        637.87981731
        295.76000000,    .000000904922455,        638.65719285
        296.12000000,    .000000902723522,        639.43456839
        296.48000000,    .000000900532594,        640.21194393
        296.84000000,    .000000898349632,        640.98931947
        297.20000000,    .000000896174599,        641.76669501
        297.56000000,    .000000894007455,        642.54407055
        297.92000000,    .000000891848162,        643.32144609
        298.28000000,    .000000889696683,        644.09882163
        298.64000000,    .000000887552980,        644.87619717
        299.00000000,    .000000885417015,        645.65357271
        299.36000000,    .000000883288752,        646.43094824
        299.72000000,    .000000881168152,        647.20832378
        300.08000000,    .000000879055181,        647.98569932
        300.44000000,    .000000876949800,        648.76307486
        300.80000000,    .000000874851974,        649.54045040
        301.16000000,    .000000872761667,        650.31782594
        301.52000000,    .000000870678843,        651.09520148
        301.88000000,    .000000868603465,        651.87257702
        302.24000000,    .000000866535499,        652.64995256
        302.60000000,    .000000864474909,        653.42732810
        302.96000000,    .000000862421661,        654.20470363
        303.32000000,    .000000860375719,        654.98207917
        303.68000000,    .000000858337049,        655.75945471
        304.04000000,    .000000856305616,        656.53683025
        304.40000000,    .000000854281387,        657.31420579
        304.76000000,    .000000852264326,        658.09158133
        305.12000000,    .000000850254401,        658.86895687
        305.48000000,    .000000848251578,        659.64633241
        305.84000000,    .000000846255823,        660.42370795
        306.20000000,    .000000844267103,        661.20108349
        306.56000000,    .000000842285386,        661.97845903
        306.92000000,    .000000840310637,        662.75583456
        307.28000000,    .000000838342825,        663.53321010
        307.64000000,    .000000836381917,        664.31058564
        308.00000000,    .000000834427882,        665.08796118
        308.36000000,    .000000832480685,        665.86533672
        308.72000000,    .000000830540297,        666.64271226
        309.08000000,    .000000828606685,        667.42008780
        309.44000000,    .000000826679818,        668.19746334
        309.80000000,    .000000824759665,        668.97483888
        310.16000000,    .000000822846193,        669.75221442
        310.52000000,    .000000820939373,        670.52958995
        310.88000000,    .000000819039173,        671.30696549
        311.24000000,    .000000817145563,        672.08434103
        311.60000000,    .000000815258512,        672.86171657
        311.96000000,    .000000813377991,        673.63909211
        312.32000000,    .000000811503969,        674.41646765
        312.68000000,    .000000809636416,        675.19384319
        313.04000000,    .000000807775302,        675.97121873
        313.40000000,    .000000805920598,        676.74859427
        313.76000000,    .000000804072275,        677.52596981
        314.12000000,    .000000802230303,        678.30334535
        314.48000000,    .000000800394653,        679.08072088
        314.84000000,    .000000798565296,        679.85809642
        315.20000000,    .000000796742204,        680.63547196
        315.56000000,    .000000794925347,        681.41284750
        315.92000000,    .000000793114699,        682.19022304
        316.28000000,    .000000791310229,        682.96759858
        316.64000000,    .000000789511911,        683.74497412
        317.00000000,    .000000787719716,        684.52234966
        317.36000000,    .000000785933617,        685.29972520
        317.72000000,    .000000784153585,        686.07710074
        318.08000000,    .000000782379594,        686.85447627
        318.44000000,    .000000780611616,        687.63185181
        318.80000000,    .000000778849624,        688.40922735
        319.16000000,    .000000777093591,        689.18660289
        319.52000000,    .000000775343491,        689.96397843
        319.88000000,    .000000773599295,        690.74135397
        320.24000000,    .000000771860979,        691.51872951
        320.60000000,    .000000770128515,        692.29610505
        320.96000000,    .000000768401878,        693.07348059
        321.32000000,    .000000766681041,        693.85085613
        321.68000000,    .000000764965978,        694.62823166
        322.04000000,    .000000763256663,        695.40560720
        322.40000000,    .000000761553071,        696.18298274
        322.76000000,    .000000759855177,        696.96035828
        323.12000000,    .000000758162954,        697.73773382
        323.48000000,    .000000756476378,        698.51510936
        323.84000000,    .000000754795424,        699.29248490
        324.20000000,    .000000753120066,        700.06986044
        324.56000000,    .000000751450280,        700.84723598
        324.92000000,    .000000749786041,        701.62461152
        325.28000000,    .000000748127325,        702.40198706
        325.64000000,    .000000746474107,        703.17936259
        326.00000000,    .000000744826363,        703.95673813
        326.36000000,    .000000743184069,        704.73411367
        326.72000000,    .000000741547200,        705.51148921
        327.08000000,    .000000739915733,        706.28886475
        327.44000000,    .000000738289644,        707.06624029
        327.80000000,    .000000736668910,        707.84361583
        328.16000000,    .000000735053507,        708.62099137
        328.52000000,    .000000733443412,        709.39836691
        328.88000000,    .000000731838601,        710.17574245
        329.24000000,    .000000730239051,        710.95311798
        329.60000000,    .000000728644740,        711.73049352
        329.96000000,    .000000727055644,        712.50786906
        330.32000000,    .000000725471741,        713.28524460
        330.68000000,    .000000723893009,        714.06262014
        331.04000000,    .000000722319424,        714.83999568
        331.40000000,    .000000720750964,        715.61737122
        331.76000000,    .000000719187608,        716.39474676
        332.12000000,    .000000717629332,        717.17212230
        332.48000000,    .000000716076116,        717.94949784
        332.84000000,    .000000714527937,        718.72687338
        333.20000000,    .000000712984773,        719.50424891
        333.56000000,    .000000711446603,        720.28162445
        333.92000000,    .000000709913405,        721.05899999
        334.28000000,    .000000708385158,        721.83637553
        334.64000000,    .000000706861840,        722.61375107
        335.00000000,    .000000705343431,        723.39112661
        335.36000000,    .000000703829909,        724.16850215
        335.72000000,    .000000702321254,        724.94587769
        336.08000000,    .000000700817444,        725.72325323
        336.44000000,    .000000699318458,        726.50062877
        336.80000000,    .000000697824277,        727.27800430
        337.16000000,    .000000696334880,        728.05537984
        337.52000000,    .000000694850246,        728.83275538
        337.88000000,    .000000693370354,        729.61013092
        338.24000000,    .000000691895186,        730.38750646
        338.60000000,    .000000690424720,        731.16488200
        338.96000000,    .000000688958937,        731.94225754
        339.32000000,    .000000687497817,        732.71963308
        339.68000000,    .000000686041340,        733.49700862
        340.04000000,    .000000684589486,        734.27438416
        340.40000000,    .000000683142237,        735.05175970
        340.76000000,    .000000681699572,        735.82913523
        341.12000000,    .000000680261471,        736.60651077
        341.48000000,    .000000678827917,        737.38388631
        341.84000000,    .000000677398890,        738.16126185
        342.20000000,    .000000675974370,        738.93863739
        342.56000000,    .000000674554339,        739.71601293
        342.92000000,    .000000673138778,        740.49338847
        343.28000000,    .000000671727668,        741.27076401
        343.64000000,    .000000670320991,        742.04813955
        344.00000000,    .000000668918728,        742.82551509
        344.36000000,    .000000667520860,        743.60289062
        344.72000000,    .000000666127369,        744.38026616
        345.08000000,    .000000664738238,        745.15764170
        345.44000000,    .000000663353447,        745.93501724
        345.80000000,    .000000661972979,        746.71239278
        346.16000000,    .000000660596816,        747.48976832
        346.52000000,    .000000659224939,        748.26714386
        346.88000000,    .000000657857332,        749.04451940
        347.24000000,    .000000656493976,        749.82189494
        347.60000000,    .000000655134853,        750.59927048
        347.96000000,    .000000653779947,        751.37664602
        348.32000000,    .000000652429240,        752.15402155
        348.68000000,    .000000651082715,        752.93139709
        349.04000000,    .000000649740353,        753.70877263
        349.40000000,    .000000648402139,        754.48614817
        349.76000000,    .000000647068055,        755.26352371
        350.12000000,    .000000645738084,        756.04089925
        350.48000000,    .000000644412209,        756.81827479
        350.84000000,    .000000643090413,        757.59565033
        351.20000000,    .000000641772680,        758.37302587
        351.56000000,    .000000640458994,        759.15040141
        351.92000000,    .000000639149336,        759.92777694
        352.28000000,    .000000637843692,        760.70515248
        352.64000000,    .000000636542044,        761.48252802
        353.00000000,    .000000635244377,        762.25990356
        353.36000000,    .000000633950674,        763.03727910
        353.72000000,    .000000632660918,        763.81465464
        354.08000000,    .000000631375095,        764.59203018
        354.44000000,    .000000630093188,        765.36940572
        354.80000000,    .000000628815181,        766.14678126
        355.16000000,    .000000627541058,        766.92415680
        355.52000000,    .000000626270804,        767.70153234
        355.88000000,    .000000625004402,        768.47890787
        356.24000000,    .000000623741838,        769.25628341
        356.60000000,    .000000622483096,        770.03365895
        356.96000000,    .000000621228161,        770.81103449
        357.32000000,    .000000619977016,        771.58841003
        357.68000000,    .000000618729647,        772.36578557
        358.04000000,    .000000617486040,        773.14316111
        358.40000000,    .000000616246177,        773.92053665
        358.76000000,    .000000615010045,        774.69791219
        359.12000000,    .000000613777629,        775.47528773
        359.48000000,    .000000612548914,        776.25266326
        359.84000000,    .000000611323884,        777.03003880
        360.20000000,    .000000610102526,        777.80741434
        360.56000000,    .000000608884824,        778.58478988
        360.92000000,    .000000607670765,        779.36216542
        361.28000000,    .000000606460332,        780.13954096
        361.64000000,    .000000605253513,        780.91691650
        362.00000000,    .000000604050293,        781.69429204
        362.36000000,    .000000602850657,        782.47166758
        362.72000000,    .000000601654590,        783.24904312
        363.08000000,    .000000600462080,        784.02641865
        363.44000000,    .000000599273112,        784.80379419
        363.80000000,    .000000598087672,        785.58116973
        364.16000000,    .000000596905746,        786.35854527
        364.52000000,    .000000595727320,        787.13592081
        364.88000000,    .000000594552380,        787.91329635
        365.24000000,    .000000593380912,        788.69067189
        365.60000000,    .000000592212904,        789.46804743
        365.96000000,    .000000591048341,        790.24542297
        366.32000000,    .000000589887209,        791.02279851
        366.68000000,    .000000588729496,        791.80017405
        367.04000000,    .000000587575187,        792.57754958
        367.40000000,    .000000586424270,        793.35492512
        367.76000000,    .000000585276732,        794.13230066
        368.12000000,    .000000584132558,        794.90967620
        368.48000000,    .000000582991736,        795.68705174
        368.84000000,    .000000581854253,        796.46442728
        369.20000000,    .000000580720096,        797.24180282
        369.56000000,    .000000579589252,        798.01917836
        369.92000000,    .000000578461708,        798.79655390
        370.28000000,    .000000577337450,        799.57392944
        370.64000000,    .000000576216468,        800.35130497
        371.00000000,    .000000575098746,        801.12868051
        371.36000000,    .000000573984274,        801.90605605
        371.72000000,    .000000572873038,        802.68343159
        372.08000000,    .000000571765027,        803.46080713
        372.44000000,    .000000570660226,        804.23818267
        372.80000000,    .000000569558625,        805.01555821
        373.16000000,    .000000568460210,        805.79293375
        373.52000000,    .000000567364970,        806.57030929
        373.88000000,    .000000566272892,        807.34768483
        374.24000000,    .000000565183964,        808.12506037
        374.60000000,    .000000564098174,        808.90243590
        374.96000000,    .000000563015510,        809.67981144
        375.32000000,    .000000561935960,        810.45718698
        375.68000000,    .000000560859512,        811.23456252
        376.04000000,    .000000559786154,        812.01193806
        376.40000000,    .000000558715874,        812.78931360
        376.76000000,    .000000557648661,        813.56668914
        377.12000000,    .000000556584503,        814.34406468
        377.48000000,    .000000555523387,        815.12144022
        377.84000000,    .000000554465304,        815.89881576
        378.20000000,    .000000553410240,        816.67619129
        378.56000000,    .000000552358185,        817.45356683
        378.92000000,    .000000551309128,        818.23094237
        379.28000000,    .000000550263056,        819.00831791
        379.64000000,    .000000549219958,        819.78569345
        380.00000000,    .000000548179824,        820.56306899
        380.36000000,    .000000547142641,        821.34044453
        380.72000000,    .000000546108400,        822.11782007
        381.08000000,    .000000545077088,        822.89519561
        381.44000000,    .000000544048695,        823.67257115
        381.80000000,    .000000543023209,        824.44994669
        382.16000000,    .000000542000620,        825.22732222
        382.52000000,    .000000540980917,        826.00469776
        382.88000000,    .000000539964089,        826.78207330
        383.24000000,    .000000538950125,        827.55944884
        383.60000000,    .000000537939015,        828.33682438
        383.96000000,    .000000536930747,        829.11419992
        384.32000000,    .000000535925311,        829.89157546
        384.68000000,    .000000534922697,        830.66895100
        385.04000000,    .000000533922893,        831.44632654
        385.40000000,    .000000532925890,        832.22370208
        385.76000000,    .000000531931677,        833.00107761
        386.12000000,    .000000530940244,        833.77845315
        386.48000000,    .000000529951580,        834.55582869
        386.84000000,    .000000528965675,        835.33320423
        387.20000000,    .000000527982518,        836.11057977
        387.56000000,    .000000527002100,        836.88795531
        387.92000000,    .000000526024410,        837.66533085
        388.28000000,    .000000525049438,        838.44270639
        388.64000000,    .000000524077175,        839.22008193
        389.00000000,    .000000523107609,        839.99745747
        389.36000000,    .000000522140732,        840.77483301
        389.72000000,    .000000521176533,        841.55220854
        390.08000000,    .000000520215002,        842.32958408
        390.44000000,    .000000519256130,        843.10695962
        390.80000000,    .000000518299906,        843.88433516
        391.16000000,    .000000517346321,        844.66171070
        391.52000000,    .000000516395366,        845.43908624
        391.88000000,    .000000515447030,        846.21646178
        392.24000000,    .000000514501304,        846.99383732
        392.60000000,    .000000513558178,        847.77121286
        392.96000000,    .000000512617644,        848.54858840
        393.32000000,    .000000511679690,        849.32596393
        393.68000000,    .000000510744309,        850.10333947
        394.04000000,    .000000509811490,        850.88071501
        394.40000000,    .000000508881225,        851.65809055
        394.76000000,    .000000507953503,        852.43546609
        395.12000000,    .000000507028316,        853.21284163
        395.48000000,    .000000506105654,        853.99021717
        395.84000000,    .000000505185509,        854.76759271
        396.20000000,    .000000504267870,        855.54496825
        396.56000000,    .000000503352730,        856.32234379
        396.92000000,    .000000502440079,        857.09971932
        397.28000000,    .000000501529907,        857.87709486
        397.64000000,    .000000500622206,        858.65447040
        398.00000000,    .000000499716968,        859.43184594
        398.36000000,    .000000498814182,        860.20922148
        398.72000000,    .000000497913841,        860.98659702
        399.08000000,    .000000497015935,        861.76397256
        399.44000000,    .000000496120456,        862.54134810
        399.80000000,    .000000495227395,        863.31872364
        400.16000000,    .000000494336742,        864.09609918
        400.52000000,    .000000493448491,        864.87347472
        400.88000000,    .000000492562631,        865.65085025
        401.24000000,    .000000491679155,        866.42822579
        401.60000000,    .000000490798054,        867.20560133
        401.96000000,    .000000489919319,        867.98297687
        402.32000000,    .000000489042941,        868.76035241
        402.68000000,    .000000488168914,        869.53772795
        403.04000000,    .000000487297227,        870.31510349
        403.40000000,    .000000486427873,        871.09247903
        403.76000000,    .000000485560843,        871.86985457
        404.12000000,    .000000484696129,        872.64723011
        404.48000000,    .000000483833723,        873.42460564
        404.84000000,    .000000482973617,        874.20198118
        405.20000000,    .000000482115803,        874.97935672
        405.56000000,    .000000481260271,        875.75673226
        405.92000000,    .000000480407015,        876.53410780
        406.28000000,    .000000479556026,        877.31148334
        406.64000000,    .000000478707296,        878.08885888
        407.00000000,    .000000477860817,        878.86623442
        407.36000000,    .000000477016582,        879.64360996
        407.72000000,    .000000476174582,        880.42098550
        408.08000000,    .000000475334809,        881.19836104
        408.44000000,    .000000474497256,        881.97573657
        408.80000000,    .000000473661914,        882.75311211
        409.16000000,    .000000472828777,        883.53048765
        409.52000000,    .000000471997836,        884.30786319
        409.88000000,    .000000471169083,        885.08523873
        410.24000000,    .000000470342511,        885.86261427
        410.60000000,    .000000469518112,        886.63998981
        410.96000000,    .000000468695879,        887.41736535
        411.32000000,    .000000467875803,        888.19474089
        411.68000000,    .000000467057879,        888.97211643
        412.04000000,    .000000466242097,        889.74949196
        412.40000000,    .000000465428450,        890.52686750
        412.76000000,    .000000464616932,        891.30424304
        413.12000000,    .000000463807534,        892.08161858
        413.48000000,    .000000463000249,        892.85899412
        413.84000000,    .000000462195071,        893.63636966
        414.20000000,    .000000461391990,        894.41374520
        414.56000000,    .000000460591001,        895.19112074
        414.92000000,    .000000459792096,        895.96849628
        415.28000000,    .000000458995268,        896.74587182
        415.64000000,    .000000458200510,        897.52324736
        416.00000000,    .000000457407813,        898.30062289
        416.36000000,    .000000456617172,        899.07799843
        416.72000000,    .000000455828580,        899.85537397
        417.08000000,    .000000455042028,        900.63274951
        417.44000000,    .000000454257511,        901.41012505
        417.80000000,    .000000453475020,        902.18750059
        418.16000000,    .000000452694550,        902.96487613
        418.52000000,    .000000451916093,        903.74225167
        418.88000000,    .000000451139642,        904.51962721
        419.24000000,    .000000450365190,        905.29700275
        419.60000000,    .000000449592731,        906.07437828
        419.96000000,    .000000448822258,        906.85175382
        420.32000000,    .000000448053763,        907.62912936
        420.68000000,    .000000447287241,        908.40650490
        421.04000000,    .000000446522684,        909.18388044
        421.40000000,    .000000445760085,        909.96125598
        421.76000000,    .000000444999439,        910.73863152
        422.12000000,    .000000444240737,        911.51600706
        422.48000000,    .000000443483975,        912.29338260
        422.84000000,    .000000442729144,        913.07075814
        423.20000000,    .000000441976239,        913.84813368
        423.56000000,    .000000441225253,        914.62550921
        423.92000000,    .000000440476179,        915.40288475
        424.28000000,    .000000439729012,        916.18026029
        424.64000000,    .000000438983744,        916.95763583
        425.00000000,    .000000438240368,        917.73501137
        425.36000000,    .000000437498880,        918.51238691
        425.72000000,    .000000436759272,        919.28976245
        426.08000000,    .000000436021537,        920.06713799
        426.44000000,    .000000435285671,        920.84451353
        426.80000000,    .000000434551665,        921.62188907
        427.16000000,    .000000433819515,        922.39926460
        427.52000000,    .000000433089213,        923.17664014
        427.88000000,    .000000432360754,        923.95401568
