 Hz,A
        386.00000000,           .01159578
        386.40000000,           .01158378
        386.80000000,           .01157180
        387.20000000,           .01155985
        387.60000000,           .01154792
        388.00000000,           .01153602
        388.40000000,           .01152414
        388.80000000,           .01151228
        389.20000000,           .01150045
        389.60000000,           .01148865
        390.00000000,           .01147686
        390.40000000,           .01146511
        390.80000000,           .01145337
        391.20000000,           .01144166
        391.60000000,           .01142998
        392.00000000,           .01141831
        392.40000000,           .01140668
        392.80000000,           .01139506
        393.20000000,           .01138347
        393.60000000,           .01137190
        394.00000000,           .01136036
        394.40000000,           .01134884
        394.80000000,           .01133734
        395.20000000,           .01132587
        395.60000000,           .01131442
        396.00000000,           .01130299
        396.40000000,           .01129159
        396.80000000,           .01128021
        397.20000000,           .01126885
        397.60000000,           .01125751
        398.00000000,           .01124620
        398.40000000,           .01123491
        398.80000000,           .01122364
        399.20000000,           .01121240
        399.60000000,           .01120117
        400.00000000,           .01118997
        400.40000000,           .01117880
        400.80000000,           .01116764
        401.20000000,           .01115651
        401.60000000,           .01114540
        402.00000000,           .01113431
        402.40000000,           .01112324
        402.80000000,           .01111220
        403.20000000,           .01110117
        403.60000000,           .01109017
        404.00000000,           .01107919
        404.40000000,           .01106824
        404.80000000,           .01105730
        405.20000000,           .01104639
        405.60000000,           .01103549
        406.00000000,           .01102462
        406.40000000,           .01101377
        406.80000000,           .01100294
        407.20000000,           .01099214
        407.60000000,           .01098135
        408.00000000,           .01097059
        408.40000000,           .01095984
        408.80000000,           .01094912
        409.20000000,           .01093842
        409.60000000,           .01092774
        410.00000000,           .01091708
        410.40000000,           .01090644
        410.80000000,           .01089582
        411.20000000,           .01088522
        411.60000000,           .01087464
        412.00000000,           .01086409
        412.40000000,           .01085355
        412.80000000,           .01084303
        413.20000000,           .01083254
        413.60000000,           .01082206
        414.00000000,           .01081161
        414.40000000,           .01080117
        414.80000000,           .01079076
        415.20000000,           .01078036
        415.60000000,           .01076999
        416.00000000,           .01075963
        416.40000000,           .01074930
        416.80000000,           .01073898
        417.20000000,           .01072869
        417.60000000,           .01071841
        418.00000000,           .01070816
        418.40000000,           .01069792
