 Hz,vind,vres
        241.60000000,           .01373391,           .79623540
        242.00000000,           .01373391,           .79755367
        242.40000000,           .01373392,           .79887194
        242.80000000,           .01373393,           .80019021
        243.20000000,           .01373393,           .80150848
        243.60000000,           .01373394,           .80282675
        244.00000000,           .01373395,           .80414502
        244.40000000,           .01373395,           .80546329
        244.80000000,           .01373396,           .80678156
        245.20000000,           .01373397,           .80809983
        245.60000000,           .01373397,           .80941810
        246.00000000,           .01373398,           .81073637
        246.40000000,           .01373399,           .81205464
        246.80000000,           .01373399,           .81337291
        247.20000000,           .01373400,           .81469119
        247.60000000,           .01373400,           .81600946
        248.00000000,           .01373401,           .81732773
        248.40000000,           .01373402,           .81864600
        248.80000000,           .01373402,           .81996427
        249.20000000,           .01373403,           .82128254
        249.60000000,           .01373404,           .82260081
        250.00000000,           .01373404,           .82391908
        250.40000000,           .01373405,           .82523735
        250.80000000,           .01373405,           .82655562
        251.20000000,           .01373406,           .82787389
        251.60000000,           .01373407,           .82919216
        252.00000000,           .01373407,           .83051043
        252.40000000,           .01373408,           .83182870
        252.80000000,           .01373408,           .83314697
        253.20000000,           .01373409,           .83446524
        253.60000000,           .01373409,           .83578351
        254.00000000,           .01373410,           .83710178
        254.40000000,           .01373411,           .83842005
        254.80000000,           .01373411,           .83973833
        255.20000000,           .01373412,           .84105660
        255.60000000,           .01373412,           .84237487
        256.00000000,           .01373413,           .84369314
        256.40000000,           .01373414,           .84501141
        256.80000000,           .01373414,           .84632968
        257.20000000,           .01373415,           .84764795
        257.60000000,           .01373415,           .84896622
        258.00000000,           .01373416,           .85028449
        258.40000000,           .01373416,           .85160276
        258.80000000,           .01373417,           .85292103
        259.20000000,           .01373417,           .85423930
        259.60000000,           .01373418,           .85555757
        260.00000000,           .01373419,           .85687584
        260.40000000,           .01373419,           .85819411
        260.80000000,           .01373420,           .85951238
        261.20000000,           .01373420,           .86083065
        261.60000000,           .01373421,           .86214892
        262.00000000,           .01373421,           .86346719
        262.40000000,           .01373422,           .86478547
        262.80000000,           .01373422,           .86610374
        263.20000000,           .01373423,           .86742201
        263.60000000,           .01373423,           .86874028
        264.00000000,           .01373424,           .87005855
        264.40000000,           .01373424,           .87137682
        264.80000000,           .01373425,           .87269509
        265.20000000,           .01373425,           .87401336
        265.60000000,           .01373426,           .87533163
        266.00000000,           .01373426,           .87664990
        266.40000000,           .01373427,           .87796817
        266.80000000,           .01373427,           .87928644
        267.20000000,           .01373428,           .88060471
        267.60000000,           .01373428,           .88192298
        268.00000000,           .01373429,           .88324125
        268.40000000,           .01373429,           .88455952
        268.80000000,           .01373430,           .88587779
        269.20000000,           .01373430,           .88719606
        269.60000000,           .01373431,           .88851433
        270.00000000,           .01373431,           .88983261
        270.40000000,           .01373432,           .89115088
        270.80000000,           .01373432,           .89246915
        271.20000000,           .01373433,           .89378742
        271.60000000,           .01373433,           .89510569
        272.00000000,           .01373434,           .89642396
        272.40000000,           .01373434,           .89774223
        272.80000000,           .01373435,           .89906050
        273.20000000,           .01373435,           .90037877
        273.60000000,           .01373436,           .90169704
        274.00000000,           .01373436,           .90301531
        274.40000000,           .01373437,           .90433358
        274.80000000,           .01373437,           .90565185
        275.20000000,           .01373437,           .90697012
        275.60000000,           .01373438,           .90828839
        276.00000000,           .01373438,           .90960666
        276.40000000,           .01373439,           .91092493
        276.80000000,           .01373439,           .91224320
        277.20000000,           .01373440,           .91356147
        277.60000000,           .01373440,           .91487975
        278.00000000,           .01373441,           .91619802
        278.40000000,           .01373441,           .91751629
        278.80000000,           .01373442,           .91883456
        279.20000000,           .01373442,           .92015283
        279.60000000,           .01373442,           .92147110
        280.00000000,           .01373443,           .92278937
        280.40000000,           .01373443,           .92410764
        280.80000000,           .01373444,           .92542591
