 Hz,A/m,Oe
        561.20000000,         22.81770755,           .28673578
        561.60000000,         22.80145652,           .28653156
        562.00000000,         22.78522862,           .28632764
        562.40000000,         22.76902380,           .28612400
        562.80000000,         22.75284201,           .28592065
        563.20000000,         22.73668321,           .28571760
        563.60000000,         22.72054734,           .28551483
        564.00000000,         22.70443436,           .28531234
        564.40000000,         22.68834421,           .28511015
        564.80000000,         22.67227685,           .28490824
        565.20000000,         22.65623224,           .28470662
        565.60000000,         22.64021031,           .28450528
        566.00000000,         22.62421103,           .28430423
        566.40000000,         22.60823435,           .28410346
        566.80000000,         22.59228021,           .28390297
        567.20000000,         22.57634857,           .28370277
        567.60000000,         22.56043939,           .28350285
        568.00000000,         22.54455261,           .28330321
        568.40000000,         22.52868819,           .28310385
        568.80000000,         22.51284609,           .28290478
        569.20000000,         22.49702624,           .28270598
        569.60000000,         22.48122861,           .28250746
        570.00000000,         22.46545316,           .28230922
        570.40000000,         22.44969982,           .28211126
        570.80000000,         22.43396857,           .28191357
        571.20000000,         22.41825934,           .28171616
        571.60000000,         22.40257210,           .28151903
        572.00000000,         22.38690680,           .28132218
        572.40000000,         22.37126339,           .28112559
        572.80000000,         22.35564183,           .28092929
        573.20000000,         22.34004206,           .28073326
        573.60000000,         22.32446406,           .28053750
        574.00000000,         22.30890776,           .28034201
        574.40000000,         22.29337313,           .28014680
        574.80000000,         22.27786011,           .27995185
        575.20000000,         22.26236867,           .27975718
        575.60000000,         22.24689876,           .27956278
        576.00000000,         22.23145034,           .27936865
        576.40000000,         22.21602335,           .27917479
        576.80000000,         22.20061776,           .27898120
        577.20000000,         22.18523352,           .27878787
        577.60000000,         22.16987058,           .27859482
        578.00000000,         22.15452891,           .27840203
        578.40000000,         22.13920845,           .27820951
        578.80000000,         22.12390917,           .27801725
        579.20000000,         22.10863102,           .27782526
        579.60000000,         22.09337396,           .27763353
        580.00000000,         22.07813793,           .27744207
        580.40000000,         22.06292291,           .27725087
        580.80000000,         22.04772884,           .27705994
        581.20000000,         22.03255569,           .27686927
        581.60000000,         22.01740340,           .27667886
        582.00000000,         22.00227194,           .27648871
        582.40000000,         21.98716126,           .27629882
        582.80000000,         21.97207133,           .27610920
        583.20000000,         21.95700209,           .27591983
        583.60000000,         21.94195351,           .27573073
        584.00000000,         21.92692554,           .27554188
        584.40000000,         21.91191814,           .27535329
        584.80000000,         21.89693127,           .27516496
        585.20000000,         21.88196488,           .27497689
        585.60000000,         21.86701894,           .27478907
        586.00000000,         21.85209341,           .27460151
        586.40000000,         21.83718823,           .27441421
        586.80000000,         21.82230337,           .27422716
        587.20000000,         21.80743879,           .27404037
        587.60000000,         21.79259445,           .27385383
        588.00000000,         21.77777030,           .27366754
        588.40000000,         21.76296630,           .27348151
        588.80000000,         21.74818242,           .27329573
        589.20000000,         21.73341861,           .27311020
        589.60000000,         21.71867483,           .27292492
        590.00000000,         21.70395104,           .27273990
        590.40000000,         21.68924720,           .27255513
        590.80000000,         21.67456327,           .27237060
        591.20000000,         21.65989920,           .27218633
        591.60000000,         21.64525497,           .27200230
        592.00000000,         21.63063052,           .27181853
        592.40000000,         21.61602582,           .27163500
        592.80000000,         21.60144083,           .27145172
        593.20000000,         21.58687551,           .27126869
        593.60000000,         21.57232981,           .27108590
        594.00000000,         21.55780371,           .27090336
        594.40000000,         21.54329715,           .27072106
        594.80000000,         21.52881010,           .27053901
        595.20000000,         21.51434253,           .27035721
        595.60000000,         21.49989438,           .27017565
        596.00000000,         21.48546563,           .26999433
        596.40000000,         21.47105623,           .26981326
        596.80000000,         21.45666614,           .26963243
        597.20000000,         21.44229533,           .26945184
        597.60000000,         21.42794375,           .26927149
        598.00000000,         21.41361138,           .26909138
        598.40000000,         21.39929816,           .26891152
        598.80000000,         21.38500407,           .26873189
        599.20000000,         21.37072905,           .26855251
        599.60000000,         21.35647309,           .26837336
        600.00000000,         21.34223612,           .26819446
        600.40000000,         21.32801813,           .26801579
        600.80000000,         21.31381907,           .26783736
        601.20000000,         21.29963890,           .26765916
        601.60000000,         21.28547759,           .26748121
        602.00000000,         21.27133509,           .26730349
        602.40000000,         21.25721137,           .26712600
        602.80000000,         21.24310640,           .26694876
        603.20000000,         21.22902013,           .26677174
        603.60000000,         21.21495253,           .26659496
        604.00000000,         21.20090356,           .26641842
        604.40000000,         21.18687319,           .26624211
        604.80000000,         21.17286137,           .26606603
        605.20000000,         21.15886808,           .26589019
        605.60000000,         21.14489326,           .26571457
        606.00000000,         21.13093690,           .26553919
        606.40000000,         21.11699895,           .26536404
        606.80000000,         21.10307937,           .26518912
        607.20000000,         21.08917812,           .26501444
        607.60000000,         21.07529518,           .26483998
        608.00000000,         21.06143051,           .26466575
        608.40000000,         21.04758407,           .26449175
        608.80000000,         21.03375582,           .26431798
        609.20000000,         21.01994572,           .26414444
        609.60000000,         21.00615375,           .26397112
        610.00000000,         20.99237987,           .26379803
        610.40000000,         20.97862404,           .26362517
        610.80000000,         20.96488622,           .26345254
        611.20000000,         20.95116638,           .26328013
        611.60000000,         20.93746449,           .26310795
        612.00000000,         20.92378051,           .26293599
        612.40000000,         20.91011440,           .26276425
        612.80000000,         20.89646613,           .26259275
        613.20000000,         20.88283567,           .26242146
        613.60000000,         20.86922297,           .26225040
        614.00000000,         20.85562802,           .26207956
        614.40000000,         20.84205076,           .26190894
        614.80000000,         20.82849117,           .26173855
        615.20000000,         20.81494921,           .26156837
        615.60000000,         20.80142484,           .26139842
        616.00000000,         20.78791804,           .26122869
        616.40000000,         20.77442877,           .26105918
        616.80000000,         20.76095699,           .26088989
        617.20000000,         20.74750268,           .26072082
        617.60000000,         20.73406579,           .26055196
        618.00000000,         20.72064629,           .26038333
        618.40000000,         20.70724415,           .26021491
        618.80000000,         20.69385934,           .26004671
        619.20000000,         20.68049182,           .25987873
        619.60000000,         20.66714156,           .25971097
        620.00000000,         20.65380852,           .25954342
        620.40000000,         20.64049268,           .25937609
        620.80000000,         20.62719399,           .25920897
        621.20000000,         20.61391243,           .25904207
        621.60000000,         20.60064796,           .25887538
        622.00000000,         20.58740055,           .25870891
        622.40000000,         20.57417017,           .25854265
        622.80000000,         20.56095678,           .25837661
        623.20000000,         20.54776035,           .25821078
        623.60000000,         20.53458084,           .25804516
        624.00000000,         20.52141824,           .25787975
        624.40000000,         20.50827250,           .25771456
        624.80000000,         20.49514359,           .25754958
        625.20000000,         20.48203147,           .25738481
        625.60000000,         20.46893613,           .25722024
        626.00000000,         20.45585751,           .25705589
        626.40000000,         20.44279560,           .25689175
        626.80000000,         20.42975036,           .25672782
        627.20000000,         20.41672176,           .25656410
        627.60000000,         20.40370977,           .25640059
        628.00000000,         20.39071434,           .25623728
        628.40000000,         20.37773547,           .25607418
        628.80000000,         20.36477310,           .25591129
        629.20000000,         20.35182721,           .25574861
        629.60000000,         20.33889778,           .25558613
        630.00000000,         20.32598476,           .25542386
        630.40000000,         20.31308812,           .25526180
        630.80000000,         20.30020784,           .25509994
        631.20000000,         20.28734389,           .25493829
        631.60000000,         20.27449622,           .25477684
        632.00000000,         20.26166482,           .25461560
        632.40000000,         20.24884965,           .25445456
        632.80000000,         20.23605068,           .25429372
        633.20000000,         20.22326788,           .25413309
        633.60000000,         20.21050122,           .25397266
        634.00000000,         20.19775066,           .25381243
        634.40000000,         20.18501619,           .25365240
        634.80000000,         20.17229776,           .25349258
        635.20000000,         20.15959535,           .25333295
        635.60000000,         20.14690892,           .25317353
        636.00000000,         20.13423846,           .25301431
        636.40000000,         20.12158392,           .25285529
        636.80000000,         20.10894527,           .25269647
        637.20000000,         20.09632249,           .25253784
        637.60000000,         20.08371555,           .25237942
        638.00000000,         20.07112442,           .25222120
        638.40000000,         20.05854906,           .25206317
        638.80000000,         20.04598945,           .25190534
        639.20000000,         20.03344556,           .25174771
        639.60000000,         20.02091736,           .25159027
        640.00000000,         20.00840482,           .25143304
        640.40000000,         19.99590791,           .25127600
        640.80000000,         19.98342659,           .25111915
        641.20000000,         19.97096085,           .25096250
        641.60000000,         19.95851066,           .25080605
        642.00000000,         19.94607597,           .25064979
        642.40000000,         19.93365677,           .25049373
        642.80000000,         19.92125303,           .25033786
        643.20000000,         19.90886471,           .25018218
        643.60000000,         19.89649179,           .25002670
        644.00000000,         19.88413423,           .24987141
        644.40000000,         19.87179202,           .24971631
        644.80000000,         19.85946512,           .24956141
        645.20000000,         19.84715351,           .24940669
        645.60000000,         19.83485715,           .24925217
        646.00000000,         19.82257601,           .24909784
        646.40000000,         19.81031008,           .24894371
        646.80000000,         19.79805931,           .24878976
        647.20000000,         19.78582369,           .24863600
        647.60000000,         19.77360318,           .24848243
        648.00000000,         19.76139776,           .24832905
        648.40000000,         19.74920739,           .24817587
        648.80000000,         19.73703206,           .24802287
        649.20000000,         19.72487173,           .24787006
        649.60000000,         19.71272637,           .24771743
        650.00000000,         19.70059596,           .24756500
        650.40000000,         19.68848047,           .24741275
        650.80000000,         19.67637987,           .24726069
        651.20000000,         19.66429414,           .24710881
        651.60000000,         19.65222324,           .24695713
        652.00000000,         19.64016716,           .24680563
        652.40000000,         19.62812586,           .24665431
        652.80000000,         19.61609931,           .24650318
        653.20000000,         19.60408749,           .24635224
        653.60000000,         19.59209037,           .24620148
        654.00000000,         19.58010793,           .24605090
        654.40000000,         19.56814013,           .24590051
        654.80000000,         19.55618696,           .24575030
        655.20000000,         19.54424838,           .24560028
        655.60000000,         19.53232436,           .24545043
        656.00000000,         19.52041489,           .24530077
        656.40000000,         19.50851993,           .24515130
        656.80000000,         19.49663946,           .24500200
        657.20000000,         19.48477345,           .24485289
        657.60000000,         19.47292187,           .24470396
        658.00000000,         19.46108471,           .24455521
        658.40000000,         19.44926192,           .24440664
        658.80000000,         19.43745349,           .24425825
        659.20000000,         19.42565939,           .24411004
        659.60000000,         19.41387960,           .24396201
        660.00000000,         19.40211408,           .24381416
        660.40000000,         19.39036281,           .24366649
        660.80000000,         19.37862577,           .24351900
        661.20000000,         19.36690293,           .24337169
        661.60000000,         19.35519426,           .24322455
        662.00000000,         19.34349975,           .24307759
        662.40000000,         19.33181935,           .24293081
        662.80000000,         19.32015305,           .24278421
        663.20000000,         19.30850083,           .24263778
        663.60000000,         19.29686265,           .24249153
        664.00000000,         19.28523849,           .24234546
        664.40000000,         19.27362833,           .24219956
        664.80000000,         19.26203214,           .24205384
        665.20000000,         19.25044989,           .24190829
        665.60000000,         19.23888156,           .24176292
        666.00000000,         19.22732713,           .24161773
        666.40000000,         19.21578657,           .24147270
        666.80000000,         19.20425986,           .24132785
        667.20000000,         19.19274696,           .24118318
        667.60000000,         19.18124786,           .24103868
        668.00000000,         19.16976253,           .24089435
        668.40000000,         19.15829095,           .24075019
        668.80000000,         19.14683308,           .24060621
        669.20000000,         19.13538892,           .24046240
        669.60000000,         19.12395842,           .24031876
        670.00000000,         19.11254158,           .24017529
        670.40000000,         19.10113835,           .24003199
        670.80000000,         19.08974873,           .23988886
        671.20000000,         19.07837268,           .23974591
        671.60000000,         19.06701018,           .23960312
        672.00000000,         19.05566120,           .23946051
        672.40000000,         19.04432573,           .23931806
        672.80000000,         19.03300374,           .23917579
        673.20000000,         19.02169520,           .23903368
        673.60000000,         19.01040008,           .23889174
        674.00000000,         18.99911838,           .23874997
        674.40000000,         18.98785006,           .23860837
        674.80000000,         18.97659509,           .23846693
        675.20000000,         18.96535346,           .23832567
        675.60000000,         18.95412514,           .23818457
        676.00000000,         18.94291011,           .23804364
        676.40000000,         18.93170834,           .23790287
        676.80000000,         18.92051981,           .23776227
        677.20000000,         18.90934450,           .23762184
        677.60000000,         18.89818238,           .23748157
        678.00000000,         18.88703343,           .23734147
        678.40000000,         18.87589763,           .23720153
        678.80000000,         18.86477495,           .23706176
        679.20000000,         18.85366537,           .23692215
        679.60000000,         18.84256887,           .23678271
        680.00000000,         18.83148543,           .23664343
        680.40000000,         18.82041501,           .23650432
        680.80000000,         18.80935760,           .23636537
        681.20000000,         18.79831318,           .23622658
        681.60000000,         18.78728172,           .23608795
        682.00000000,         18.77626319,           .23594949
        682.40000000,         18.76525759,           .23581119
        682.80000000,         18.75426488,           .23567305
        683.20000000,         18.74328504,           .23553507
        683.60000000,         18.73231805,           .23539726
        684.00000000,         18.72136388,           .23525960
        684.40000000,         18.71042252,           .23512211
        684.80000000,         18.69949394,           .23498478
        685.20000000,         18.68857812,           .23484761
        685.60000000,         18.67767503,           .23471059
        686.00000000,         18.66678466,           .23457374
        686.40000000,         18.65590698,           .23443705
        686.80000000,         18.64504197,           .23430051
        687.20000000,         18.63418961,           .23416414
        687.60000000,         18.62334988,           .23402792
        688.00000000,         18.61252275,           .23389187
        688.40000000,         18.60170820,           .23375597
        688.80000000,         18.59090621,           .23362022
        689.20000000,         18.58011676,           .23348464
        689.60000000,         18.56933982,           .23334921
        690.00000000,         18.55857538,           .23321394
        690.40000000,         18.54782341,           .23307883
        690.80000000,         18.53708389,           .23294387
        691.20000000,         18.52635680,           .23280907
        691.60000000,         18.51564212,           .23267443
        692.00000000,         18.50493982,           .23253994
        692.40000000,         18.49424989,           .23240560
        692.80000000,         18.48357231,           .23227143
        693.20000000,         18.47290704,           .23213740
        693.60000000,         18.46225408,           .23200353
        694.00000000,         18.45161339,           .23186982
        694.40000000,         18.44098497,           .23173626
        694.80000000,         18.43036878,           .23160285
        695.20000000,         18.41976480,           .23146960
        695.60000000,         18.40917303,           .23133650
        696.00000000,         18.39859342,           .23120355
        696.40000000,         18.38802597,           .23107076
        696.80000000,         18.37747065,           .23093811
        697.20000000,         18.36692744,           .23080562
        697.60000000,         18.35639632,           .23067329
        698.00000000,         18.34587727,           .23054110
        698.40000000,         18.33537027,           .23040906
        698.80000000,         18.32487530,           .23027718
        699.20000000,         18.31439233,           .23014545
        699.60000000,         18.30392135,           .23001387
        700.00000000,         18.29346234,           .22988243
        700.40000000,         18.28301527,           .22975115
        700.80000000,         18.27258013,           .22962002
        701.20000000,         18.26215689,           .22948904
        701.60000000,         18.25174554,           .22935821
        702.00000000,         18.24134605,           .22922752
        702.40000000,         18.23095841,           .22909699
        702.80000000,         18.22058259,           .22896660
        703.20000000,         18.21021857,           .22883636
        703.60000000,         18.19986634,           .22870627
        704.00000000,         18.18952587,           .22857633
        704.40000000,         18.17919714,           .22844654
        704.80000000,         18.16888013,           .22831689
        705.20000000,         18.15857483,           .22818739
        705.60000000,         18.14828122,           .22805803
        706.00000000,         18.13799926,           .22792883
        706.40000000,         18.12772895,           .22779977
        706.80000000,         18.11747027,           .22767085
        707.20000000,         18.10722318,           .22754208
        707.60000000,         18.09698769,           .22741346
        708.00000000,         18.08676375,           .22728498
        708.40000000,         18.07655137,           .22715665
        708.80000000,         18.06635051,           .22702846
        709.20000000,         18.05616115,           .22690042
        709.60000000,         18.04598328,           .22677252
        710.00000000,         18.03581688,           .22664477
        710.40000000,         18.02566193,           .22651715
        710.80000000,         18.01551840,           .22638969
        711.20000000,         18.00538629,           .22626236
        711.60000000,         17.99526557,           .22613518
        712.00000000,         17.98515621,           .22600814
        712.40000000,         17.97505821,           .22588125
        712.80000000,         17.96497154,           .22575450
        713.20000000,         17.95489619,           .22562789
        713.60000000,         17.94483213,           .22550142
        714.00000000,         17.93477934,           .22537509
        714.40000000,         17.92473782,           .22524890
        714.80000000,         17.91470752,           .22512286
        715.20000000,         17.90468845,           .22499696
        715.60000000,         17.89468058,           .22487119
        716.00000000,         17.88468389,           .22474557
        716.40000000,         17.87469837,           .22462009
        716.80000000,         17.86472398,           .22449475
        717.20000000,         17.85476073,           .22436955
        717.60000000,         17.84480858,           .22424448
        718.00000000,         17.83486751,           .22411956
        718.40000000,         17.82493752,           .22399478
        718.80000000,         17.81501858,           .22387013
        719.20000000,         17.80511067,           .22374563
        719.60000000,         17.79521378,           .22362126
        720.00000000,         17.78532788,           .22349703
        720.40000000,         17.77545296,           .22337294
        720.80000000,         17.76558900,           .22324898
        721.20000000,         17.75573597,           .22312516
        721.60000000,         17.74589388,           .22300149
        722.00000000,         17.73606269,           .22287794
        722.40000000,         17.72624238,           .22275454
        722.80000000,         17.71643294,           .22263127
        723.20000000,         17.70663436,           .22250814
        723.60000000,         17.69684660,           .22238514
        724.00000000,         17.68706966,           .22226228
        724.40000000,         17.67730352,           .22213955
        724.80000000,         17.66754816,           .22201696
        725.20000000,         17.65780355,           .22189451
        725.60000000,         17.64806969,           .22177219
        726.00000000,         17.63834656,           .22165001
        726.40000000,         17.62863413,           .22152796
        726.80000000,         17.61893240,           .22140604
        727.20000000,         17.60924134,           .22128426
        727.60000000,         17.59956093,           .22116261
        728.00000000,         17.58989116,           .22104110
        728.40000000,         17.58023200,           .22091972
        728.80000000,         17.57058345,           .22079847
        729.20000000,         17.56094549,           .22067736
        729.60000000,         17.55131809,           .22055637
        730.00000000,         17.54170125,           .22043553
        730.40000000,         17.53209493,           .22031481
        730.80000000,         17.52249913,           .22019422
        731.20000000,         17.51291383,           .22007377
        731.60000000,         17.50333901,           .21995345
        732.00000000,         17.49377466,           .21983326
        732.40000000,         17.48422075,           .21971320
        732.80000000,         17.47467727,           .21959328
        733.20000000,         17.46514420,           .21947348
        733.60000000,         17.45562153,           .21935382
        734.00000000,         17.44610923,           .21923428
        734.40000000,         17.43660730,           .21911488
        734.80000000,         17.42711571,           .21899560
        735.20000000,         17.41763445,           .21887646
        735.60000000,         17.40816351,           .21875744
        736.00000000,         17.39870285,           .21863855
        736.40000000,         17.38925247,           .21851980
        736.80000000,         17.37981236,           .21840117
        737.20000000,         17.37038248,           .21828267
        737.60000000,         17.36096284,           .21816430
        738.00000000,         17.35155340,           .21804606
        738.40000000,         17.34215416,           .21792794
        738.80000000,         17.33276509,           .21780996
        739.20000000,         17.32338619,           .21769210
        739.60000000,         17.31401743,           .21757437
        740.00000000,         17.30465880,           .21745676
        740.40000000,         17.29531028,           .21733928
        740.80000000,         17.28597186,           .21722193
        741.20000000,         17.27664351,           .21710471
        741.60000000,         17.26732523,           .21698761
        742.00000000,         17.25801699,           .21687064
        742.40000000,         17.24871878,           .21675380
        742.80000000,         17.23943059,           .21663708
        743.20000000,         17.23015239,           .21652049
        743.60000000,         17.22088418,           .21640402
        744.00000000,         17.21162593,           .21628768
        744.40000000,         17.20237763,           .21617146
        744.80000000,         17.19313926,           .21605537
        745.20000000,         17.18391081,           .21593940
        745.60000000,         17.17469226,           .21582355
        746.00000000,         17.16548360,           .21570783
        746.40000000,         17.15628481,           .21559224
        746.80000000,         17.14709587,           .21547677
        747.20000000,         17.13791677,           .21536142
        747.60000000,         17.12874749,           .21524620
        748.00000000,         17.11958801,           .21513109
        748.40000000,         17.11043833,           .21501612
        748.80000000,         17.10129842,           .21490126
        749.20000000,         17.09216827,           .21478653
        749.60000000,         17.08304787,           .21467192
        750.00000000,         17.07393719,           .21455743
        750.40000000,         17.06483622,           .21444306
        750.80000000,         17.05574496,           .21432882
        751.20000000,         17.04666337,           .21421470
        751.60000000,         17.03759145,           .21410069
        752.00000000,         17.02852918,           .21398681
        752.40000000,         17.01947654,           .21387306
        752.80000000,         17.01043353,           .21375942
        753.20000000,         17.00140012,           .21364590
        753.60000000,         16.99237630,           .21353250
        754.00000000,         16.98336205,           .21341923
        754.40000000,         16.97435736,           .21330607
        754.80000000,         16.96536221,           .21319304
        755.20000000,         16.95637660,           .21308012
        755.60000000,         16.94740049,           .21296732
        756.00000000,         16.93843389,           .21285464
        756.40000000,         16.92947676,           .21274209
        756.80000000,         16.92052911,           .21262965
        757.20000000,         16.91159091,           .21251732
        757.60000000,         16.90266214,           .21240512
        758.00000000,         16.89374280,           .21229304
        758.40000000,         16.88483287,           .21218107
        758.80000000,         16.87593233,           .21206923
        759.20000000,         16.86704117,           .21195750
        759.60000000,         16.85815937,           .21184588
        760.00000000,         16.84928692,           .21173439
        760.40000000,         16.84042381,           .21162301
        760.80000000,         16.83157001,           .21151175
        761.20000000,         16.82272552,           .21140061
        761.60000000,         16.81389032,           .21128958
        762.00000000,         16.80506440,           .21117867
        762.40000000,         16.79624773,           .21106788
        762.80000000,         16.78744031,           .21095720
        763.20000000,         16.77864213,           .21084664
        763.60000000,         16.76985316,           .21073620
        764.00000000,         16.76107339,           .21062587
        764.40000000,         16.75230281,           .21051565
        764.80000000,         16.74354141,           .21040555
        765.20000000,         16.73478916,           .21029557
        765.60000000,         16.72604607,           .21018570
        766.00000000,         16.71731210,           .21007595
        766.40000000,         16.70858724,           .20996631
        766.80000000,         16.69987149,           .20985678
        767.20000000,         16.69116483,           .20974737
        767.60000000,         16.68246724,           .20963807
        768.00000000,         16.67377871,           .20952889
        768.40000000,         16.66509923,           .20941982
        768.80000000,         16.65642878,           .20931086
        769.20000000,         16.64776734,           .20920202
        769.60000000,         16.63911491,           .20909329
        770.00000000,         16.63047147,           .20898467
        770.40000000,         16.62183700,           .20887617
        770.80000000,         16.61321149,           .20876778
        771.20000000,         16.60459493,           .20865950
        771.60000000,         16.59598731,           .20855133
        772.00000000,         16.58738860,           .20844328
        772.40000000,         16.57879880,           .20833534
        772.80000000,         16.57021789,           .20822750
        773.20000000,         16.56164586,           .20811979
        773.60000000,         16.55308269,           .20801218
        774.00000000,         16.54452838,           .20790468
        774.40000000,         16.53598290,           .20779730
        774.80000000,         16.52744624,           .20769002
        775.20000000,         16.51891839,           .20758286
        775.60000000,         16.51039934,           .20747580
        776.00000000,         16.50188907,           .20736886
        776.40000000,         16.49338757,           .20726203
        776.80000000,         16.48489482,           .20715530
        777.20000000,         16.47641082,           .20704869
        777.60000000,         16.46793554,           .20694219
        778.00000000,         16.45946898,           .20683579
        778.40000000,         16.45101112,           .20672951
        778.80000000,         16.44256195,           .20662333
        779.20000000,         16.43412145,           .20651727
        779.60000000,         16.42568961,           .20641131
        780.00000000,         16.41726642,           .20630546
        780.40000000,         16.40885187,           .20619972
        780.80000000,         16.40044593,           .20609409
        781.20000000,         16.39204860,           .20598856
        781.60000000,         16.38365987,           .20588315
        782.00000000,         16.37527972,           .20577784
        782.40000000,         16.36690814,           .20567264
        782.80000000,         16.35854511,           .20556755
        783.20000000,         16.35019063,           .20546256
        783.60000000,         16.34184467,           .20535768
        784.00000000,         16.33350723,           .20525291
        784.40000000,         16.32517829,           .20514825
        784.80000000,         16.31685785,           .20504369
        785.20000000,         16.30854588,           .20493924
        785.60000000,         16.30024237,           .20483489
        786.00000000,         16.29194731,           .20473065
        786.40000000,         16.28366070,           .20462652
        786.80000000,         16.27538251,           .20452249
        787.20000000,         16.26711273,           .20441857
        787.60000000,         16.25885135,           .20431476
        788.00000000,         16.25059835,           .20421105
        788.40000000,         16.24235373,           .20410744
        788.80000000,         16.23411748,           .20400394
        789.20000000,         16.22588957,           .20390055
        789.60000000,         16.21766999,           .20379726
        790.00000000,         16.20945874,           .20369407
        790.40000000,         16.20125580,           .20359099
        790.80000000,         16.19306116,           .20348801
        791.20000000,         16.18487481,           .20338514
        791.60000000,         16.17669672,           .20328237
        792.00000000,         16.16852690,           .20317971
        792.40000000,         16.16036533,           .20307715
        792.80000000,         16.15221199,           .20297469
        793.20000000,         16.14406687,           .20287233
        793.60000000,         16.13592997,           .20277008
        794.00000000,         16.12780126,           .20266793
        794.40000000,         16.11968074,           .20256589
        794.80000000,         16.11156839,           .20246395
        795.20000000,         16.10346420,           .20236210
        795.60000000,         16.09536816,           .20226037
        796.00000000,         16.08728026,           .20215873
        796.40000000,         16.07920048,           .20205720
        796.80000000,         16.07112881,           .20195577
        797.20000000,         16.06306524,           .20185444
        797.60000000,         16.05500976,           .20175321
        798.00000000,         16.04696236,           .20165208
        798.40000000,         16.03892302,           .20155106
        798.80000000,         16.03089173,           .20145013
        799.20000000,         16.02286848,           .20134931
        799.60000000,         16.01485325,           .20124859
        800.00000000,         16.00684604,           .20114797
        800.40000000,         15.99884684,           .20104744
        800.80000000,         15.99085562,           .20094702
        801.20000000,         15.98287239,           .20084670
        801.60000000,         15.97489712,           .20074648
        802.00000000,         15.96692980,           .20064636
        802.40000000,         15.95897043,           .20054634
        802.80000000,         15.95101899,           .20044642
        803.20000000,         15.94307547,           .20034660
        803.60000000,         15.93513986,           .20024688
        804.00000000,         15.92721214,           .20014726
        804.40000000,         15.91929231,           .20004773
        804.80000000,         15.91138035,           .19994831
        805.20000000,         15.90347624,           .19984898
        805.60000000,         15.89557999,           .19974975
        806.00000000,         15.88769158,           .19965063
        806.40000000,         15.87981099,           .19955160
        806.80000000,         15.87193822,           .19945266
        807.20000000,         15.86407324,           .19935383
        807.60000000,         15.85621606,           .19925509
        808.00000000,         15.84836666,           .19915645
        808.40000000,         15.84052502,           .19905791
        808.80000000,         15.83269114,           .19895947
        809.20000000,         15.82486501,           .19886112
        809.60000000,         15.81704661,           .19876288
        810.00000000,         15.80923593,           .19866472
        810.40000000,         15.80143295,           .19856667
        810.80000000,         15.79363768,           .19846871
        811.20000000,         15.78585010,           .19837085
        811.60000000,         15.77807019,           .19827308
        812.00000000,         15.77029795,           .19817541
        812.40000000,         15.76253336,           .19807784
        812.80000000,         15.75477641,           .19798036
        813.20000000,         15.74702709,           .19788298
        813.60000000,         15.73928539,           .19778570
        814.00000000,         15.73155130,           .19768851
        814.40000000,         15.72382481,           .19759142
        814.80000000,         15.71610590,           .19749442
        815.20000000,         15.70839457,           .19739751
        815.60000000,         15.70069080,           .19730071
        816.00000000,         15.69299459,           .19720399
        816.40000000,         15.68530591,           .19710737
        816.80000000,         15.67762477,           .19701085
        817.20000000,         15.66995114,           .19691442
        817.60000000,         15.66228502,           .19681808
        818.00000000,         15.65462640,           .19672184
        818.40000000,         15.64697527,           .19662570
        818.80000000,         15.63933161,           .19652964
        819.20000000,         15.63169542,           .19643368
        819.60000000,         15.62406668,           .19633782
        820.00000000,         15.61644538,           .19624205
        820.40000000,         15.60883151,           .19614637
        820.80000000,         15.60122506,           .19605078
        821.20000000,         15.59362603,           .19595529
        821.60000000,         15.58603439,           .19585989
        822.00000000,         15.57845014,           .19576458
        822.40000000,         15.57087326,           .19566937
        822.80000000,         15.56330376,           .19557425
        823.20000000,         15.55574161,           .19547922
        823.60000000,         15.54818680,           .19538428
        824.00000000,         15.54063933,           .19528944
        824.40000000,         15.53309919,           .19519469
        824.80000000,         15.52556635,           .19510003
        825.20000000,         15.51804082,           .19500546
        825.60000000,         15.51052258,           .19491098
        826.00000000,         15.50301163,           .19481660
        826.40000000,         15.49550794,           .19472230
        826.80000000,         15.48801151,           .19462810
        827.20000000,         15.48052234,           .19453399
        827.60000000,         15.47304040,           .19443997
        828.00000000,         15.46556569,           .19434604
        828.40000000,         15.45809820,           .19425220
        828.80000000,         15.45063791,           .19415845
        829.20000000,         15.44318483,           .19406479
        829.60000000,         15.43573893,           .19397122
        830.00000000,         15.42830021,           .19387774
        830.40000000,         15.42086865,           .19378436
        830.80000000,         15.41344425,           .19369106
        831.20000000,         15.40602699,           .19359785
        831.60000000,         15.39861687,           .19350473
        832.00000000,         15.39121388,           .19341170
        832.40000000,         15.38381800,           .19331876
        832.80000000,         15.37642922,           .19322591
        833.20000000,         15.36904754,           .19313315
        833.60000000,         15.36167294,           .19304048
        834.00000000,         15.35430541,           .19294790
        834.40000000,         15.34694495,           .19285540
        834.80000000,         15.33959154,           .19276300
        835.20000000,         15.33224518,           .19267068
        835.60000000,         15.32490585,           .19257845
        836.00000000,         15.31757354,           .19248631
        836.40000000,         15.31024824,           .19239426
        836.80000000,         15.30292995,           .19230229
        837.20000000,         15.29561865,           .19221042
        837.60000000,         15.28831433,           .19211863
        838.00000000,         15.28101699,           .19202693
        838.40000000,         15.27372661,           .19193531
        838.80000000,         15.26644318,           .19184379
        839.20000000,         15.25916670,           .19175235
        839.60000000,         15.25189714,           .19166100
        840.00000000,         15.24463451,           .19156973
        840.40000000,         15.23737880,           .19147855
