 Hz,vind,vres
         55.00000000,          4.74689430,         12.97305847
         55.20000000,          4.74919449,         13.02023323
         55.40000000,          4.75147310,         13.06740798
         55.60000000,          4.75373040,         13.11458274
         55.80000000,          4.75596663,         13.16175750
         56.00000000,          4.75818206,         13.20893226
         56.20000000,          4.76037693,         13.25610702
         56.40000000,          4.76255148,         13.30328178
         56.60000000,          4.76470596,         13.35045653
         56.80000000,          4.76684059,         13.39763129
         57.00000000,          4.76895563,         13.44480605
         57.20000000,          4.77105129,         13.49198081
         57.40000000,          4.77312780,         13.53915557
         57.60000000,          4.77518540,         13.58633032
         57.80000000,          4.77722429,         13.63350508
         58.00000000,          4.77924470,         13.68067984
         58.20000000,          4.78124685,         13.72785460
         58.40000000,          4.78323094,         13.77502936
         58.60000000,          4.78519718,         13.82220411
         58.80000000,          4.78714579,         13.86937887
         59.00000000,          4.78907695,         13.91655363
         59.20000000,          4.79099088,         13.96372839
         59.40000000,          4.79288778,         14.01090315
         59.60000000,          4.79476783,         14.05807790
         59.80000000,          4.79663123,         14.10525266
         60.00000000,          4.79847817,         14.15242742
         60.20000000,          4.80030883,         14.19960218
         60.40000000,          4.80212340,         14.24677694
         60.60000000,          4.80392207,         14.29395169
         60.80000000,          4.80570501,         14.34112645
         61.00000000,          4.80747240,         14.38830121
         61.20000000,          4.80922441,         14.43547597
         61.40000000,          4.81096122,         14.48265073
         61.60000000,          4.81268299,         14.52982548
         61.80000000,          4.81438990,         14.57700024
         62.00000000,          4.81608211,         14.62417500
         62.20000000,          4.81775978,         14.67134976
         62.40000000,          4.81942307,         14.71852452
         62.60000000,          4.82107215,         14.76569928
         62.80000000,          4.82270717,         14.81287403
         63.00000000,          4.82432828,         14.86004879
         63.20000000,          4.82593563,         14.90722355
         63.40000000,          4.82752939,         14.95439831
         63.60000000,          4.82910969,         15.00157307
         63.80000000,          4.83067668,         15.04874782
         64.00000000,          4.83223051,         15.09592258
         64.20000000,          4.83377132,         15.14309734
         64.40000000,          4.83529925,         15.19027210
         64.60000000,          4.83681444,         15.23744686
         64.80000000,          4.83831703,         15.28462161
         65.00000000,          4.83980716,         15.33179637
         65.20000000,          4.84128495,         15.37897113
         65.40000000,          4.84275054,         15.42614589
         65.60000000,          4.84420405,         15.47332065
         65.80000000,          4.84564563,         15.52049540
         66.00000000,          4.84707539,         15.56767016
         66.20000000,          4.84849346,         15.61484492
         66.40000000,          4.84989997,         15.66201968
         66.60000000,          4.85129503,         15.70919444
         66.80000000,          4.85267877,         15.75636919
         67.00000000,          4.85405130,         15.80354395
         67.20000000,          4.85541275,         15.85071871
         67.40000000,          4.85676323,         15.89789347
         67.60000000,          4.85810285,         15.94506823
         67.80000000,          4.85943172,         15.99224299
         68.00000000,          4.86074997,         16.03941774
         68.20000000,          4.86205769,         16.08659250
         68.40000000,          4.86335501,         16.13376726
         68.60000000,          4.86464201,         16.18094202
         68.80000000,          4.86591882,         16.22811678
         69.00000000,          4.86718554,         16.27529153
         69.20000000,          4.86844226,         16.32246629
         69.40000000,          4.86968910,         16.36964105
         69.60000000,          4.87092615,         16.41681581
         69.80000000,          4.87215351,         16.46399057
         70.00000000,          4.87337128,         16.51116532
         70.20000000,          4.87457957,         16.55834008
         70.40000000,          4.87577845,         16.60551484
         70.60000000,          4.87696804,         16.65268960
         70.80000000,          4.87814842,         16.69986436
         71.00000000,          4.87931968,         16.74703911
         71.20000000,          4.88048192,         16.79421387
         71.40000000,          4.88163523,         16.84138863
         71.60000000,          4.88277970,         16.88856339
         71.80000000,          4.88391541,         16.93573815
         72.00000000,          4.88504245,         16.98291290
         72.20000000,          4.88616091,         17.03008766
         72.40000000,          4.88727088,         17.07726242
         72.60000000,          4.88837243,         17.12443718
         72.80000000,          4.88946565,         17.17161194
         73.00000000,          4.89055062,         17.21878669
         73.20000000,          4.89162742,         17.26596145
         73.40000000,          4.89269614,         17.31313621
         73.60000000,          4.89375685,         17.36031097
         73.80000000,          4.89480963,         17.40748573
         74.00000000,          4.89585455,         17.45466049
         74.20000000,          4.89689170,         17.50183524
         74.40000000,          4.89792115,         17.54901000
         74.60000000,          4.89894297,         17.59618476
         74.80000000,          4.89995724,         17.64335952
         75.00000000,          4.90096402,         17.69053428
         75.20000000,          4.90196340,         17.73770903
         75.40000000,          4.90295544,         17.78488379
         75.60000000,          4.90394021,         17.83205855
         75.80000000,          4.90491779,         17.87923331
         76.00000000,          4.90588823,         17.92640807
         76.20000000,          4.90685162,         17.97358282
         76.40000000,          4.90780801,         18.02075758
         76.60000000,          4.90875746,         18.06793234
         76.80000000,          4.90970006,         18.11510710
         77.00000000,          4.91063586,         18.16228186
         77.20000000,          4.91156492,         18.20945661
         77.40000000,          4.91248731,         18.25663137
         77.60000000,          4.91340310,         18.30380613
         77.80000000,          4.91431233,         18.35098089
         78.00000000,          4.91521508,         18.39815565
         78.20000000,          4.91611141,         18.44533040
         78.40000000,          4.91700137,         18.49250516
         78.60000000,          4.91788502,         18.53967992
         78.80000000,          4.91876242,         18.58685468
         79.00000000,          4.91963363,         18.63402944
         79.20000000,          4.92049871,         18.68120419
         79.40000000,          4.92135771,         18.72837895
         79.60000000,          4.92221069,         18.77555371
         79.80000000,          4.92305770,         18.82272847
         80.00000000,          4.92389881,         18.86990323
         80.20000000,          4.92473405,         18.91707799
         80.40000000,          4.92556348,         18.96425274
         80.60000000,          4.92638717,         19.01142750
         80.80000000,          4.92720515,         19.05860226
         81.00000000,          4.92801749,         19.10577702
         81.20000000,          4.92882423,         19.15295178
         81.40000000,          4.92962542,         19.20012653
         81.60000000,          4.93042111,         19.24730129
         81.80000000,          4.93121136,         19.29447605
         82.00000000,          4.93199621,         19.34165081
         82.20000000,          4.93277570,         19.38882557
         82.40000000,          4.93354989,         19.43600032
         82.60000000,          4.93431883,         19.48317508
         82.80000000,          4.93508256,         19.53034984
         83.00000000,          4.93584112,         19.57752460
         83.20000000,          4.93659456,         19.62469936
         83.40000000,          4.93734294,         19.67187411
         83.60000000,          4.93808628,         19.71904887
         83.80000000,          4.93882464,         19.76622363
         84.00000000,          4.93955806,         19.81339839
         84.20000000,          4.94028659,         19.86057315
         84.40000000,          4.94101026,         19.90774790
         84.60000000,          4.94172912,         19.95492266
         84.80000000,          4.94244321,         20.00209742
         85.00000000,          4.94315257,         20.04927218
         85.20000000,          4.94385724,         20.09644694
         85.40000000,          4.94455727,         20.14362170
         85.60000000,          4.94525269,         20.19079645
         85.80000000,          4.94594354,         20.23797121
         86.00000000,          4.94662987,         20.28514597
         86.20000000,          4.94731170,         20.33232073
         86.40000000,          4.94798909,         20.37949549
         86.60000000,          4.94866206,         20.42667024
         86.80000000,          4.94933066,         20.47384500
         87.00000000,          4.94999493,         20.52101976
         87.20000000,          4.95065489,         20.56819452
         87.40000000,          4.95131058,         20.61536928
         87.60000000,          4.95196205,         20.66254403
         87.80000000,          4.95260933,         20.70971879
         88.00000000,          4.95325245,         20.75689355
         88.20000000,          4.95389145,         20.80406831
         88.40000000,          4.95452636,         20.85124307
         88.60000000,          4.95515722,         20.89841782
         88.80000000,          4.95578405,         20.94559258
         89.00000000,          4.95640691,         20.99276734
         89.20000000,          4.95702581,         21.03994210
         89.40000000,          4.95764079,         21.08711686
         89.60000000,          4.95825188,         21.13429161
         89.80000000,          4.95885912,         21.18146637
         90.00000000,          4.95946254,         21.22864113
         90.20000000,          4.96006216,         21.27581589
         90.40000000,          4.96065803,         21.32299065
         90.60000000,          4.96125017,         21.37016540
         90.80000000,          4.96183860,         21.41734016
         91.00000000,          4.96242337,         21.46451492
         91.20000000,          4.96300450,         21.51168968
         91.40000000,          4.96358203,         21.55886444
         91.60000000,          4.96415597,         21.60603920
         91.80000000,          4.96472636,         21.65321395
         92.00000000,          4.96529324,         21.70038871
         92.20000000,          4.96585662,         21.74756347
         92.40000000,          4.96641653,         21.79473823
         92.60000000,          4.96697301,         21.84191299
         92.80000000,          4.96752608,         21.88908774
         93.00000000,          4.96807577,         21.93626250
         93.20000000,          4.96862211,         21.98343726
         93.40000000,          4.96916511,         22.03061202
         93.60000000,          4.96970482,         22.07778678
         93.80000000,          4.97024125,         22.12496153
         94.00000000,          4.97077444,         22.17213629
         94.20000000,          4.97130440,         22.21931105
         94.40000000,          4.97183116,         22.26648581
         94.60000000,          4.97235476,         22.31366057
         94.80000000,          4.97287520,         22.36083532
         95.00000000,          4.97339253,         22.40801008
         95.20000000,          4.97390675,         22.45518484
         95.40000000,          4.97441791,         22.50235960
         95.60000000,          4.97492602,         22.54953436
         95.80000000,          4.97543110,         22.59670911
         96.00000000,          4.97593318,         22.64388387
         96.20000000,          4.97643228,         22.69105863
         96.40000000,          4.97692843,         22.73823339
         96.60000000,          4.97742165,         22.78540815
         96.80000000,          4.97791196,         22.83258290
         97.00000000,          4.97839938,         22.87975766
         97.20000000,          4.97888394,         22.92693242
         97.40000000,          4.97936566,         22.97410718
         97.60000000,          4.97984455,         23.02128194
         97.80000000,          4.98032065,         23.06845670
         98.00000000,          4.98079397,         23.11563145
         98.20000000,          4.98126454,         23.16280621
         98.40000000,          4.98173237,         23.20998097
         98.60000000,          4.98219749,         23.25715573
         98.80000000,          4.98265992,         23.30433049
         99.00000000,          4.98311968,         23.35150524
         99.20000000,          4.98357678,         23.39868000
         99.40000000,          4.98403125,         23.44585476
         99.60000000,          4.98448311,         23.49302952
         99.80000000,          4.98493238,         23.54020428
        100.00000000,          4.98537907,         23.58737903
        100.20000000,          4.98582322,         23.63455379
        100.40000000,          4.98626482,         23.68172855
        100.60000000,          4.98670392,         23.72890331
        100.80000000,          4.98714051,         23.77607807
        101.00000000,          4.98757463,         23.82325282
        101.20000000,          4.98800629,         23.87042758
        101.40000000,          4.98843552,         23.91760234
        101.60000000,          4.98886231,         23.96477710
        101.80000000,          4.98928671,         24.01195186
        102.00000000,          4.98970871,         24.05912661
        102.20000000,          4.99012835,         24.10630137
        102.40000000,          4.99054564,         24.15347613
        102.60000000,          4.99096059,         24.20065089
        102.80000000,          4.99137322,         24.24782565
        103.00000000,          4.99178356,         24.29500040
        103.20000000,          4.99219161,         24.34217516
        103.40000000,          4.99259740,         24.38934992
        103.60000000,          4.99300093,         24.43652468
        103.80000000,          4.99340224,         24.48369944
        104.00000000,          4.99380132,         24.53087420
        104.20000000,          4.99419821,         24.57804895
        104.40000000,          4.99459291,         24.62522371
        104.60000000,          4.99498544,         24.67239847
        104.80000000,          4.99537582,         24.71957323
        105.00000000,          4.99576406,         24.76674799
        105.20000000,          4.99615018,         24.81392274
        105.40000000,          4.99653419,         24.86109750
        105.60000000,          4.99691610,         24.90827226
        105.80000000,          4.99729594,         24.95544702
        106.00000000,          4.99767372,         25.00262178
        106.20000000,          4.99804946,         25.04979653
        106.40000000,          4.99842315,         25.09697129
        106.60000000,          4.99879484,         25.14414605
        106.80000000,          4.99916451,         25.19132081
        107.00000000,          4.99953220,         25.23849557
        107.20000000,          4.99989791,         25.28567032
        107.40000000,          5.00026166,         25.33284508
        107.60000000,          5.00062346,         25.38001984
        107.80000000,          5.00098333,         25.42719460
        108.00000000,          5.00134128,         25.47436936
        108.20000000,          5.00169732,         25.52154411
        108.40000000,          5.00205147,         25.56871887
        108.60000000,          5.00240374,         25.61589363
        108.80000000,          5.00275414,         25.66306839
        109.00000000,          5.00310268,         25.71024315
        109.20000000,          5.00344939,         25.75741791
        109.40000000,          5.00379427,         25.80459266
        109.60000000,          5.00413733,         25.85176742
        109.80000000,          5.00447859,         25.89894218
        110.00000000,          5.00481805,         25.94611694
        110.20000000,          5.00515574,         25.99329170
        110.40000000,          5.00549167,         26.04046645
        110.60000000,          5.00582584,         26.08764121
        110.80000000,          5.00615827,         26.13481597
        111.00000000,          5.00648897,         26.18199073
        111.20000000,          5.00681795,         26.22916549
        111.40000000,          5.00714522,         26.27634024
        111.60000000,          5.00747081,         26.32351500
        111.80000000,          5.00779470,         26.37068976
        112.00000000,          5.00811693,         26.41786452
        112.20000000,          5.00843750,         26.46503928
        112.40000000,          5.00875642,         26.51221403
        112.60000000,          5.00907370,         26.55938879
        112.80000000,          5.00938935,         26.60656355
        113.00000000,          5.00970339,         26.65373831
        113.20000000,          5.01001583,         26.70091307
        113.40000000,          5.01032667,         26.74808782
        113.60000000,          5.01063593,         26.79526258
        113.80000000,          5.01094362,         26.84243734
        114.00000000,          5.01124974,         26.88961210
        114.20000000,          5.01155431,         26.93678686
        114.40000000,          5.01185735,         26.98396161
        114.60000000,          5.01215885,         27.03113637
        114.80000000,          5.01245883,         27.07831113
        115.00000000,          5.01275730,         27.12548589
        115.20000000,          5.01305427,         27.17266065
        115.40000000,          5.01334975,         27.21983541
        115.60000000,          5.01364375,         27.26701016
        115.80000000,          5.01393628,         27.31418492
        116.00000000,          5.01422735,         27.36135968
        116.20000000,          5.01451697,         27.40853444
        116.40000000,          5.01480514,         27.45570920
        116.60000000,          5.01509189,         27.50288395
        116.80000000,          5.01537721,         27.55005871
        117.00000000,          5.01566111,         27.59723347
        117.20000000,          5.01594362,         27.64440823
        117.40000000,          5.01622472,         27.69158299
        117.60000000,          5.01650444,         27.73875774
        117.80000000,          5.01678279,         27.78593250
        118.00000000,          5.01705976,         27.83310726
        118.20000000,          5.01733538,         27.88028202
        118.40000000,          5.01760965,         27.92745678
        118.60000000,          5.01788257,         27.97463153
        118.80000000,          5.01815416,         28.02180629
        119.00000000,          5.01842443,         28.06898105
        119.20000000,          5.01869338,         28.11615581
        119.40000000,          5.01896102,         28.16333057
        119.60000000,          5.01922737,         28.21050532
        119.80000000,          5.01949242,         28.25768008
        120.00000000,          5.01975619,         28.30485484
        120.20000000,          5.02001869,         28.35202960
        120.40000000,          5.02027992,         28.39920436
        120.60000000,          5.02053989,         28.44637911
        120.80000000,          5.02079862,         28.49355387
        121.00000000,          5.02105610,         28.54072863
        121.20000000,          5.02131234,         28.58790339
        121.40000000,          5.02156736,         28.63507815
        121.60000000,          5.02182116,         28.68225291
        121.80000000,          5.02207375,         28.72942766
        122.00000000,          5.02232514,         28.77660242
        122.20000000,          5.02257533,         28.82377718
        122.40000000,          5.02282433,         28.87095194
        122.60000000,          5.02307215,         28.91812670
        122.80000000,          5.02331880,         28.96530145
        123.00000000,          5.02356428,         29.01247621
        123.20000000,          5.02380861,         29.05965097
        123.40000000,          5.02405178,         29.10682573
        123.60000000,          5.02429380,         29.15400049
        123.80000000,          5.02453469,         29.20117524
        124.00000000,          5.02477445,         29.24835000
        124.20000000,          5.02501309,         29.29552476
        124.40000000,          5.02525061,         29.34269952
        124.60000000,          5.02548702,         29.38987428
        124.80000000,          5.02572233,         29.43704903
        125.00000000,          5.02595654,         29.48422379
        125.20000000,          5.02618966,         29.53139855
        125.40000000,          5.02642171,         29.57857331
        125.60000000,          5.02665267,         29.62574807
        125.80000000,          5.02688257,         29.67292282
        126.00000000,          5.02711140,         29.72009758
        126.20000000,          5.02733918,         29.76727234
        126.40000000,          5.02756591,         29.81444710
        126.60000000,          5.02779159,         29.86162186
        126.80000000,          5.02801624,         29.90879662
        127.00000000,          5.02823986,         29.95597137
        127.20000000,          5.02846245,         30.00314613
        127.40000000,          5.02868402,         30.05032089
        127.60000000,          5.02890459,         30.09749565
        127.80000000,          5.02912414,         30.14467041
        128.00000000,          5.02934270,         30.19184516
        128.20000000,          5.02956026,         30.23901992
        128.40000000,          5.02977684,         30.28619468
        128.60000000,          5.02999243,         30.33336944
        128.80000000,          5.03020705,         30.38054420
        129.00000000,          5.03042070,         30.42771895
        129.20000000,          5.03063338,         30.47489371
        129.40000000,          5.03084511,         30.52206847
        129.60000000,          5.03105588,         30.56924323
        129.80000000,          5.03126570,         30.61641799
        130.00000000,          5.03147458,         30.66359274
        130.20000000,          5.03168253,         30.71076750
        130.40000000,          5.03188955,         30.75794226
        130.60000000,          5.03209564,         30.80511702
        130.80000000,          5.03230081,         30.85229178
        131.00000000,          5.03250507,         30.89946653
        131.20000000,          5.03270842,         30.94664129
        131.40000000,          5.03291086,         30.99381605
        131.60000000,          5.03311241,         31.04099081
        131.80000000,          5.03331306,         31.08816557
        132.00000000,          5.03351283,         31.13534032
        132.20000000,          5.03371172,         31.18251508
        132.40000000,          5.03390972,         31.22968984
        132.60000000,          5.03410686,         31.27686460
        132.80000000,          5.03430313,         31.32403936
        133.00000000,          5.03449854,         31.37121412
        133.20000000,          5.03469309,         31.41838887
