 Hz,A/m,Oe
        998.00000000,        434.41067026,          5.45896563
        999.00000000,        433.97602849,          5.45350376
       1000.00000000,        433.54225540,          5.44805281
       1001.00000000,        433.10934839,          5.44261274
       1002.00000000,        432.67730485,          5.43718352
       1003.00000000,        432.24612222,          5.43176512
       1004.00000000,        431.81579791,          5.42635750
       1005.00000000,        431.38632938,          5.42096064
       1006.00000000,        430.95771407,          5.41557450
       1007.00000000,        430.52994945,          5.41019906
       1008.00000000,        430.10303298,          5.40483427
       1009.00000000,        429.67696214,          5.39948010
       1010.00000000,        429.25173442,          5.39413653
       1011.00000000,        428.82734733,          5.38880353
       1012.00000000,        428.40379838,          5.38348105
       1013.00000000,        427.98108508,          5.37816908
       1014.00000000,        427.55920496,          5.37286758
       1015.00000000,        427.13815557,          5.36757652
       1016.00000000,        426.71793445,          5.36229586
       1017.00000000,        426.29853917,          5.35702558
       1018.00000000,        425.87996728,          5.35176566
       1019.00000000,        425.46221638,          5.34651604
       1020.00000000,        425.04528404,          5.34127672
       1021.00000000,        424.62916787,          5.33604765
       1022.00000000,        424.21386547,          5.33082880
       1023.00000000,        423.79937445,          5.32562015
       1024.00000000,        423.38569245,          5.32042167
       1025.00000000,        422.97281709,          5.31523333
       1026.00000000,        422.56074602,          5.31005509
       1027.00000000,        422.14947689,          5.30488693
       1028.00000000,        421.73900736,          5.29972882
       1029.00000000,        421.32933510,          5.29458072
       1030.00000000,        420.92045781,          5.28944262
       1031.00000000,        420.51237315,          5.28431448
       1032.00000000,        420.10507883,          5.27919626
       1033.00000000,        419.69857256,          5.27408796
       1034.00000000,        419.29285206,          5.26898952
       1035.00000000,        418.88791504,          5.26390093
       1036.00000000,        418.48375924,          5.25882216
       1037.00000000,        418.08038241,          5.25375318
       1038.00000000,        417.67778229,          5.24869396
       1039.00000000,        417.27595664,          5.24364447
       1040.00000000,        416.87490323,          5.23860468
       1041.00000000,        416.47461983,          5.23357457
       1042.00000000,        416.07510424,          5.22855411
       1043.00000000,        415.67635425,          5.22354327
       1044.00000000,        415.27836765,          5.21854202
       1045.00000000,        414.88114226,          5.21355034
       1046.00000000,        414.48467589,          5.20856820
       1047.00000000,        414.08896638,          5.20359556
       1048.00000000,        413.69401155,          5.19863241
       1049.00000000,        413.29980926,          5.19367872
       1050.00000000,        412.90635735,          5.18873446
       1051.00000000,        412.51365369,          5.18379960
       1052.00000000,        412.12169613,          5.17887412
       1053.00000000,        411.73048257,          5.17395798
       1054.00000000,        411.34001087,          5.16905117
       1055.00000000,        410.95027894,          5.16415365
       1056.00000000,        410.56128467,          5.15926541
       1057.00000000,        410.17302598,          5.15438640
       1058.00000000,        409.78550077,          5.14951662
       1059.00000000,        409.39870698,          5.14465602
       1060.00000000,        409.01264253,          5.13980460
       1061.00000000,        408.62730536,          5.13496231
       1062.00000000,        408.24269343,          5.13012913
       1063.00000000,        407.85880467,          5.12530504
       1064.00000000,        407.47563707,          5.12049001
       1065.00000000,        407.09318859,          5.11568402
       1066.00000000,        406.71145720,          5.11088705
       1067.00000000,        406.33044089,          5.10609905
       1068.00000000,        405.95013766,          5.10132002
       1069.00000000,        405.57054550,          5.09654993
       1070.00000000,        405.19166243,          5.09178874
       1071.00000000,        404.81348646,          5.08703644
       1072.00000000,        404.43601560,          5.08229300
       1073.00000000,        404.05924790,          5.07755840
       1074.00000000,        403.68318139,          5.07283261
       1075.00000000,        403.30781411,          5.06811560
       1076.00000000,        402.93314411,          5.06340736
       1077.00000000,        402.55916946,          5.05870786
       1078.00000000,        402.18588823,          5.05401707
       1079.00000000,        401.81329847,          5.04933497
       1080.00000000,        401.44139829,          5.04466153
       1081.00000000,        401.07018576,          5.03999674
       1082.00000000,        400.69965897,          5.03534056
       1083.00000000,        400.32981604,          5.03069298
       1084.00000000,        399.96065506,          5.02605396
       1085.00000000,        399.59217417,          5.02142349
       1086.00000000,        399.22437147,          5.01680155
       1087.00000000,        398.85724509,          5.01218810
       1088.00000000,        398.49079319,          5.00758313
       1089.00000000,        398.12501389,          5.00298661
       1090.00000000,        397.75990535,          4.99839853
       1091.00000000,        397.39546572,          4.99381884
       1092.00000000,        397.03169317,          4.98924754
       1093.00000000,        396.66858587,          4.98468460
       1094.00000000,        396.30614200,          4.98013000
       1095.00000000,        395.94435974,          4.97558371
       1096.00000000,        395.58323728,          4.97104571
       1097.00000000,        395.22277282,          4.96651598
       1098.00000000,        394.86296456,          4.96199449
       1099.00000000,        394.50381071,          4.95748123
       1100.00000000,        394.14530949,          4.95297617
       1101.00000000,        393.78745912,          4.94847929
       1102.00000000,        393.43025784,          4.94399057
       1103.00000000,        393.07370386,          4.93950998
       1104.00000000,        392.71779545,          4.93503750
       1105.00000000,        392.36253085,          4.93057312
       1106.00000000,        392.00790831,          4.92611680
       1107.00000000,        391.65392609,          4.92166852
       1108.00000000,        391.30058247,          4.91722828
       1109.00000000,        390.94787571,          4.91279603
       1110.00000000,        390.59580409,          4.90837177
       1111.00000000,        390.24436591,          4.90395547
       1112.00000000,        389.89355945,          4.89954710
       1113.00000000,        389.54338302,          4.89514666
       1114.00000000,        389.19383491,          4.89075411
       1115.00000000,        388.84491344,          4.88636943
       1116.00000000,        388.49661693,          4.88199261
       1117.00000000,        388.14894369,          4.87762362
       1118.00000000,        387.80189206,          4.87326244
       1119.00000000,        387.45546037,          4.86890905
       1120.00000000,        387.10964697,          4.86456343
       1121.00000000,        386.76445019,          4.86022556
       1122.00000000,        386.41986839,          4.85589541
       1123.00000000,        386.07589993,          4.85157298
       1124.00000000,        385.73254318,          4.84725823
       1125.00000000,        385.38979650,          4.84295115
       1126.00000000,        385.04765827,          4.83865171
       1127.00000000,        384.70612687,          4.83435990
       1128.00000000,        384.36520069,          4.83007570
       1129.00000000,        384.02487811,          4.82579908
       1130.00000000,        383.68515755,          4.82153002
       1131.00000000,        383.34603741,          4.81726851
       1132.00000000,        383.00751608,          4.81301453
       1133.00000000,        382.66959200,          4.80876805
       1134.00000000,        382.33226358,          4.80452906
       1135.00000000,        381.99552924,          4.80029753
       1136.00000000,        381.65938742,          4.79607344
       1137.00000000,        381.32383657,          4.79185679
       1138.00000000,        380.98887511,          4.78764754
       1139.00000000,        380.65450150,          4.78344568
       1140.00000000,        380.32071420,          4.77925118
       1141.00000000,        379.98751166,          4.77506403
       1142.00000000,        379.65489234,          4.77088422
       1143.00000000,        379.32285473,          4.76671171
       1144.00000000,        378.99139729,          4.76254649
       1145.00000000,        378.66051850,          4.75838854
       1146.00000000,        378.33021686,          4.75423785
       1147.00000000,        378.00049085,          4.75009439
       1148.00000000,        377.67133897,          4.74595815
       1149.00000000,        377.34275972,          4.74182910
       1150.00000000,        377.01475160,          4.73770723
       1151.00000000,        376.68731314,          4.73359251
       1152.00000000,        376.36044285,          4.72948494
       1153.00000000,        376.03413926,          4.72538449
       1154.00000000,        375.70840088,          4.72129114
       1155.00000000,        375.38322625,          4.71720487
       1156.00000000,        375.05861391,          4.71312568
       1157.00000000,        374.73456241,          4.70905352
       1158.00000000,        374.41107029,          4.70498840
       1159.00000000,        374.08813610,          4.70093029
       1160.00000000,        373.76575841,          4.69687917
       1161.00000000,        373.44393577,          4.69283503
       1162.00000000,        373.12266675,          4.68879785
       1163.00000000,        372.80194993,          4.68476760
       1164.00000000,        372.48178389,          4.68074427
       1165.00000000,        372.16216720,          4.67672785
       1166.00000000,        371.84309846,          4.67271832
       1167.00000000,        371.52457626,          4.66871565
       1168.00000000,        371.20659918,          4.66471983
       1169.00000000,        370.88916585,          4.66073084
       1170.00000000,        370.57227486,          4.65674867
       1171.00000000,        370.25592482,          4.65277330
       1172.00000000,        369.94011435,          4.64880471
       1173.00000000,        369.62484208,          4.64484288
       1174.00000000,        369.31010662,          4.64088780
       1175.00000000,        368.99590661,          4.63693945
       1176.00000000,        368.68224068,          4.63299780
       1177.00000000,        368.36910748,          4.62906286
       1178.00000000,        368.05650564,          4.62513459
       1179.00000000,        367.74443381,          4.62121298
       1180.00000000,        367.43289066,          4.61729801
       1181.00000000,        367.12187483,          4.61338967
       1182.00000000,        366.81138499,          4.60948794
       1183.00000000,        366.50141981,          4.60559280
       1184.00000000,        366.19197795,          4.60170424
       1185.00000000,        365.88305810,          4.59782224
       1186.00000000,        365.57465893,          4.59394678
       1187.00000000,        365.26677913,          4.59007785
       1188.00000000,        364.95941739,          4.58621543
       1189.00000000,        364.65257241,          4.58235950
       1190.00000000,        364.34624287,          4.57851005
       1191.00000000,        364.04042748,          4.57466706
       1192.00000000,        363.73512496,          4.57083051
       1193.00000000,        363.43033401,          4.56700040
       1194.00000000,        363.12605334,          4.56317669
       1195.00000000,        362.82228168,          4.55935939
       1196.00000000,        362.51901774,          4.55554846
       1197.00000000,        362.21626027,          4.55174390
       1198.00000000,        361.91400799,          4.54794568
       1199.00000000,        361.61225963,          4.54415380
       1200.00000000,        361.31101395,          4.54036823
       1201.00000000,        361.01026968,          4.53658897
       1202.00000000,        360.71002557,          4.53281599
       1203.00000000,        360.41028038,          4.52904928
       1204.00000000,        360.11103286,          4.52528883
       1205.00000000,        359.81228178,          4.52153461
       1206.00000000,        359.51402590,          4.51778662
       1207.00000000,        359.21626400,          4.51404483
       1208.00000000,        358.91899484,          4.51030924
       1209.00000000,        358.62221720,          4.50657982
       1210.00000000,        358.32592987,          4.50285656
       1211.00000000,        358.03013164,          4.49913945
       1212.00000000,        357.73482128,          4.49542847
       1213.00000000,        357.43999761,          4.49172361
       1214.00000000,        357.14565940,          4.48802484
       1215.00000000,        356.85180548,          4.48433217
       1216.00000000,        356.55843464,          4.48064556
       1217.00000000,        356.26554569,          4.47696501
       1218.00000000,        355.97313745,          4.47329050
       1219.00000000,        355.68120873,          4.46962201
       1220.00000000,        355.38975836,          4.46595954
       1221.00000000,        355.09878516,          4.46230306
       1222.00000000,        354.80828796,          4.45865257
       1223.00000000,        354.51826559,          4.45500804
       1224.00000000,        354.22871690,          4.45136946
       1225.00000000,        353.93964071,          4.44773682
       1226.00000000,        353.65103589,          4.44411011
       1227.00000000,        353.36290126,          4.44048930
       1228.00000000,        353.07523569,          4.43687439
       1229.00000000,        352.78803804,          4.43326536
       1230.00000000,        352.50130716,          4.42966219
       1231.00000000,        352.21504191,          4.42606488
       1232.00000000,        351.92924116,          4.42247340
       1233.00000000,        351.64390378,          4.41888774
       1234.00000000,        351.35902865,          4.41530790
       1235.00000000,        351.07461465,          4.41173384
       1236.00000000,        350.79066065,          4.40816557
       1237.00000000,        350.50716554,          4.40460307
       1238.00000000,        350.22412821,          4.40104632
       1239.00000000,        349.94154755,          4.39749530
       1240.00000000,        349.65942246,          4.39395001
       1241.00000000,        349.37775183,          4.39041044
       1242.00000000,        349.09653458,          4.38687656
       1243.00000000,        348.81576960,          4.38334836
       1244.00000000,        348.53545581,          4.37982583
       1245.00000000,        348.25559211,          4.37630896
       1246.00000000,        347.97617743,          4.37279773
       1247.00000000,        347.69721069,          4.36929213
       1248.00000000,        347.41869081,          4.36579215
       1249.00000000,        347.14061672,          4.36229777
       1250.00000000,        346.86298735,          4.35880897
       1251.00000000,        346.58580162,          4.35532575
       1252.00000000,        346.30905849,          4.35184810
       1253.00000000,        346.03275690,          4.34837599
       1254.00000000,        345.75689577,          4.34490942
       1255.00000000,        345.48147407,          4.34144836
       1256.00000000,        345.20649075,          4.33799282
       1257.00000000,        344.93194475,          4.33454278
       1258.00000000,        344.65783504,          4.33109821
       1259.00000000,        344.38416058,          4.32765912
       1260.00000000,        344.11092033,          4.32422548
       1261.00000000,        343.83811326,          4.32079728
       1262.00000000,        343.56573834,          4.31737452
       1263.00000000,        343.29379454,          4.31395717
       1264.00000000,        343.02228085,          4.31054523
       1265.00000000,        342.75119623,          4.30713868
       1266.00000000,        342.48053969,          4.30373751
       1267.00000000,        342.21031020,          4.30034171
       1268.00000000,        341.94050675,          4.29695126
       1269.00000000,        341.67112834,          4.29356615
       1270.00000000,        341.40217396,          4.29018637
       1271.00000000,        341.13364261,          4.28681190
       1272.00000000,        340.86553330,          4.28344274
       1273.00000000,        340.59784503,          4.28007887
       1274.00000000,        340.33057682,          4.27672028
       1275.00000000,        340.06372766,          4.27336695
       1276.00000000,        339.79729659,          4.27001888
       1277.00000000,        339.53128261,          4.26667605
       1278.00000000,        339.26568475,          4.26333845
       1279.00000000,        339.00050204,          4.26000607
       1280.00000000,        338.73573349,          4.25667889
       1281.00000000,        338.47137814,          4.25335690
       1282.00000000,        338.20743503,          4.25004009
       1283.00000000,        337.94390320,          4.24672845
       1284.00000000,        337.68078167,          4.24342197
       1285.00000000,        337.41806949,          4.24012063
       1286.00000000,        337.15576572,          4.23682442
       1287.00000000,        336.89386939,          4.23353334
       1288.00000000,        336.63237957,          4.23024736
       1289.00000000,        336.37129529,          4.22696648
       1290.00000000,        336.11061563,          4.22369068
       1291.00000000,        335.85033964,          4.22041996
       1292.00000000,        335.59046638,          4.21715429
       1293.00000000,        335.33099492,          4.21389368
       1294.00000000,        335.07192434,          4.21063810
       1295.00000000,        334.81325369,          4.20738755
       1296.00000000,        334.55498206,          4.20414201
       1297.00000000,        334.29710853,          4.20090148
       1298.00000000,        334.03963217,          4.19766593
       1299.00000000,        333.78255207,          4.19443537
       1300.00000000,        333.52586731,          4.19120977
       1301.00000000,        333.26957698,          4.18798914
       1302.00000000,        333.01368018,          4.18477344
       1303.00000000,        332.75817599,          4.18156268
       1304.00000000,        332.50306353,          4.17835684
       1305.00000000,        332.24834187,          4.17515592
       1306.00000000,        331.99401014,          4.17195989
       1307.00000000,        331.74006743,          4.16876875
       1308.00000000,        331.48651285,          4.16558249
       1309.00000000,        331.23334552,          4.16240110
       1310.00000000,        330.98056454,          4.15922456
       1311.00000000,        330.72816904,          4.15605286
       1312.00000000,        330.47615813,          4.15288600
       1313.00000000,        330.22453093,          4.14972396
       1314.00000000,        329.97328657,          4.14656673
       1315.00000000,        329.72242418,          4.14341430
       1316.00000000,        329.47194288,          4.14026666
       1317.00000000,        329.22184181,          4.13712379
       1318.00000000,        328.97212011,          4.13398570
       1319.00000000,        328.72277690,          4.13085236
       1320.00000000,        328.47381133,          4.12772377
       1321.00000000,        328.22522255,          4.12459991
       1322.00000000,        327.97700970,          4.12148077
       1323.00000000,        327.72917192,          4.11836635
       1324.00000000,        327.48170837,          4.11525663
       1325.00000000,        327.23461820,          4.11215160
       1326.00000000,        326.98790057,          4.10905126
       1327.00000000,        326.74155463,          4.10595558
       1328.00000000,        326.49557955,          4.10286457
       1329.00000000,        326.24997448,          4.09977821
       1330.00000000,        326.00473860,          4.09669648
       1331.00000000,        325.75987108,          4.09361939
       1332.00000000,        325.51537107,          4.09054691
       1333.00000000,        325.27123777,          4.08747904
       1334.00000000,        325.02747033,          4.08441577
       1335.00000000,        324.78406795,          4.08135708
       1336.00000000,        324.54102980,          4.07830297
       1337.00000000,        324.29835506,          4.07525343
       1338.00000000,        324.05604292,          4.07220845
       1339.00000000,        323.81409257,          4.06916801
       1340.00000000,        323.57250320,          4.06613211
       1341.00000000,        323.33127401,          4.06310073
       1342.00000000,        323.09040418,          4.06007387
       1343.00000000,        322.84989291,          4.05705152
       1344.00000000,        322.60973941,          4.05403366
       1345.00000000,        322.36994287,          4.05102029
       1346.00000000,        322.13050251,          4.04801139
       1347.00000000,        321.89141753,          4.04500696
       1348.00000000,        321.65268713,          4.04200699
       1349.00000000,        321.41431054,          4.03901146
       1350.00000000,        321.17628695,          4.03602037
       1351.00000000,        320.93861561,          4.03303370
       1352.00000000,        320.70129571,          4.03005145
       1353.00000000,        320.46432648,          4.02707361
       1354.00000000,        320.22770714,          4.02410016
       1355.00000000,        319.99143693,          4.02113110
       1356.00000000,        319.75551506,          4.01816642
       1357.00000000,        319.51994078,          4.01520611
       1358.00000000,        319.28471330,          4.01225015
       1359.00000000,        319.04983187,          4.00929854
       1360.00000000,        318.81529572,          4.00635128
       1361.00000000,        318.58110409,          4.00340834
       1362.00000000,        318.34725623,          4.00046972
       1363.00000000,        318.11375138,          3.99753541
       1364.00000000,        317.88058878,          3.99460540
       1365.00000000,        317.64776768,          3.99167968
       1366.00000000,        317.41528733,          3.98875825
       1367.00000000,        317.18314698,          3.98584109
       1368.00000000,        316.95134590,          3.98292819
       1369.00000000,        316.71988333,          3.98001955
       1370.00000000,        316.48875854,          3.97711515
       1371.00000000,        316.25797078,          3.97421498
       1372.00000000,        316.02751932,          3.97131904
       1373.00000000,        315.79740343,          3.96842732
       1374.00000000,        315.56762237,          3.96553981
       1375.00000000,        315.33817542,          3.96265649
       1376.00000000,        315.10906184,          3.95977737
       1377.00000000,        314.88028091,          3.95690242
       1378.00000000,        314.65183190,          3.95403164
       1379.00000000,        314.42371410,          3.95116503
       1380.00000000,        314.19592678,          3.94830257
       1381.00000000,        313.96846923,          3.94544426
       1382.00000000,        313.74134072,          3.94259007
       1383.00000000,        313.51454056,          3.93974002
       1384.00000000,        313.28806802,          3.93689408
       1385.00000000,        313.06192239,          3.93405225
       1386.00000000,        312.83610298,          3.93121452
       1387.00000000,        312.61060907,          3.92838088
       1388.00000000,        312.38543996,          3.92555132
       1389.00000000,        312.16059495,          3.92272584
       1390.00000000,        311.93607334,          3.91990441
       1391.00000000,        311.71187444,          3.91708705
       1392.00000000,        311.48799754,          3.91427373
       1393.00000000,        311.26444196,          3.91146445
       1394.00000000,        311.04120700,          3.90865919
       1395.00000000,        310.81829198,          3.90585796
       1396.00000000,        310.59569620,          3.90306074
       1397.00000000,        310.37341899,          3.90026752
       1398.00000000,        310.15145965,          3.89747830
       1399.00000000,        309.92981751,          3.89469306
       1400.00000000,        309.70849190,          3.89191180
       1401.00000000,        309.48748212,          3.88913451
       1402.00000000,        309.26678750,          3.88636118
       1403.00000000,        309.04640738,          3.88359180
       1404.00000000,        308.82634108,          3.88082637
       1405.00000000,        308.60658793,          3.87806487
       1406.00000000,        308.38714726,          3.87530729
       1407.00000000,        308.16801841,          3.87255364
       1408.00000000,        307.94920071,          3.86980389
       1409.00000000,        307.73069350,          3.86705805
       1410.00000000,        307.51249612,          3.86431610
       1411.00000000,        307.29460791,          3.86157804
       1412.00000000,        307.07702822,          3.85884385
       1413.00000000,        306.85975639,          3.85611353
       1414.00000000,        306.64279176,          3.85338707
       1415.00000000,        306.42613369,          3.85066447
       1416.00000000,        306.20978153,          3.84794571
       1417.00000000,        305.99373463,          3.84523078
       1418.00000000,        305.77799234,          3.84251968
       1419.00000000,        305.56255402,          3.83981241
       1420.00000000,        305.34741903,          3.83710894
       1421.00000000,        305.13258673,          3.83440928
       1422.00000000,        304.91805648,          3.83171341
       1423.00000000,        304.70382765,          3.82902133
       1424.00000000,        304.48989959,          3.82633303
       1425.00000000,        304.27627168,          3.82364851
       1426.00000000,        304.06294328,          3.82096774
       1427.00000000,        303.84991377,          3.81829073
       1428.00000000,        303.63718252,          3.81561747
       1429.00000000,        303.42474890,          3.81294795
       1430.00000000,        303.21261229,          3.81028217
       1431.00000000,        303.00077206,          3.80762010
       1432.00000000,        302.78922760,          3.80496176
       1433.00000000,        302.57797828,          3.80230712
       1434.00000000,        302.36702349,          3.79965618
       1435.00000000,        302.15636262,          3.79700894
       1436.00000000,        301.94599505,          3.79436538
       1437.00000000,        301.73592016,          3.79172551
       1438.00000000,        301.52613735,          3.78908930
       1439.00000000,        301.31664601,          3.78645675
       1440.00000000,        301.10744553,          3.78382786
       1441.00000000,        300.89853531,          3.78120262
       1442.00000000,        300.68991474,          3.77858101
       1443.00000000,        300.48158323,          3.77596304
       1444.00000000,        300.27354016,          3.77334870
       1445.00000000,        300.06578494,          3.77073797
       1446.00000000,        299.85831698,          3.76813085
       1447.00000000,        299.65113568,          3.76552733
       1448.00000000,        299.44424045,          3.76292741
       1449.00000000,        299.23763069,          3.76033107
       1450.00000000,        299.03130581,          3.75773832
       1451.00000000,        298.82526523,          3.75514914
       1452.00000000,        298.61950836,          3.75256352
       1453.00000000,        298.41403461,          3.74998146
       1454.00000000,        298.20884340,          3.74740295
       1455.00000000,        298.00393414,          3.74482799
       1456.00000000,        297.79930626,          3.74225656
       1457.00000000,        297.59495918,          3.73968865
       1458.00000000,        297.39089231,          3.73712427
       1459.00000000,        297.18710509,          3.73456341
       1460.00000000,        296.98359694,          3.73200605
       1461.00000000,        296.78036728,          3.72945219
       1462.00000000,        296.57741555,          3.72690182
       1463.00000000,        296.37474117,          3.72435494
       1464.00000000,        296.17234358,          3.72181154
       1465.00000000,        295.97022221,          3.71927161
       1466.00000000,        295.76837650,          3.71673514
       1467.00000000,        295.56680588,          3.71420213
       1468.00000000,        295.36550978,          3.71167257
       1469.00000000,        295.16448766,          3.70914645
       1470.00000000,        294.96373895,          3.70662376
       1471.00000000,        294.76326309,          3.70410451
       1472.00000000,        294.56305953,          3.70158868
       1473.00000000,        294.36312771,          3.69907626
       1474.00000000,        294.16346708,          3.69656725
       1475.00000000,        293.96407709,          3.69406164
       1476.00000000,        293.76495719,          3.69155943
       1477.00000000,        293.56610683,          3.68906060
       1478.00000000,        293.36752547,          3.68656515
       1479.00000000,        293.16921255,          3.68407308
       1480.00000000,        292.97116754,          3.68158437
       1481.00000000,        292.77338989,          3.67909903
       1482.00000000,        292.57587906,          3.67661703
       1483.00000000,        292.37863451,          3.67413838
       1484.00000000,        292.18165571,          3.67166307
       1485.00000000,        291.98494211,          3.66919110
       1486.00000000,        291.78849318,          3.66672245
       1487.00000000,        291.59230840,          3.66425712
       1488.00000000,        291.39638721,          3.66179510
       1489.00000000,        291.20072911,          3.65933639
       1490.00000000,        291.00533355,          3.65688097
       1491.00000000,        290.81020000,          3.65442885
       1492.00000000,        290.61532795,          3.65198002
       1493.00000000,        290.42071686,          3.64953446
       1494.00000000,        290.22636621,          3.64709218
       1495.00000000,        290.03227549,          3.64465317
       1496.00000000,        289.83844416,          3.64221741
       1497.00000000,        289.64487171,          3.63978491
       1498.00000000,        289.45155762,          3.63735565
       1499.00000000,        289.25850137,          3.63492963
       1500.00000000,        289.06570245,          3.63250685
       1501.00000000,        288.87316034,          3.63008729
       1502.00000000,        288.68087454,          3.62767096
       1503.00000000,        288.48884453,          3.62525784
       1504.00000000,        288.29706979,          3.62284793
       1505.00000000,        288.10554983,          3.62044122
       1506.00000000,        287.91428413,          3.61803770
       1507.00000000,        287.72327219,          3.61563737
       1508.00000000,        287.53251350,          3.61324023
       1509.00000000,        287.34200757,          3.61084626
       1510.00000000,        287.15175388,          3.60845546
       1511.00000000,        286.96175194,          3.60606783
       1512.00000000,        286.77200124,          3.60368335
       1513.00000000,        286.58250130,          3.60130202
       1514.00000000,        286.39325161,          3.59892384
       1515.00000000,        286.20425168,          3.59654880
       1516.00000000,        286.01550101,          3.59417689
       1517.00000000,        285.82699911,          3.59180810
       1518.00000000,        285.63874550,          3.58944244
       1519.00000000,        285.45073967,          3.58707989
       1520.00000000,        285.26298114,          3.58472044
       1521.00000000,        285.07546943,          3.58236410
       1522.00000000,        284.88820405,          3.58001086
       1523.00000000,        284.70118450,          3.57766070
       1524.00000000,        284.51441032,          3.57531362
       1525.00000000,        284.32788101,          3.57296963
       1526.00000000,        284.14159610,          3.57062870
       1527.00000000,        283.95555510,          3.56829084
       1528.00000000,        283.76975753,          3.56595604
       1529.00000000,        283.58420293,          3.56362429
       1530.00000000,        283.39889080,          3.56129559
       1531.00000000,        283.21382069,          3.55896993
       1532.00000000,        283.02899211,          3.55664731
       1533.00000000,        282.84440459,          3.55432771
       1534.00000000,        282.66005766,          3.55201114
       1535.00000000,        282.47595084,          3.54969759
       1536.00000000,        282.29208369,          3.54738704
       1537.00000000,        282.10845571,          3.54507951
       1538.00000000,        281.92506645,          3.54277497
       1539.00000000,        281.74191544,          3.54047343
       1540.00000000,        281.55900222,          3.53817487
       1541.00000000,        281.37632633,          3.53587930
       1542.00000000,        281.19388730,          3.53358670
       1543.00000000,        281.01168468,          3.53129707
       1544.00000000,        280.82971799,          3.52901041
       1545.00000000,        280.64798680,          3.52672671
       1546.00000000,        280.46649063,          3.52444596
       1547.00000000,        280.28522904,          3.52216816
       1548.00000000,        280.10420157,          3.51989331
       1549.00000000,        279.92340776,          3.51762138
       1550.00000000,        279.74284717,          3.51535239
       1551.00000000,        279.56251934,          3.51308633
       1552.00000000,        279.38242382,          3.51082318
       1553.00000000,        279.20256017,          3.50856295
       1554.00000000,        279.02292794,          3.50630562
       1555.00000000,        278.84352668,          3.50405120
       1556.00000000,        278.66435594,          3.50179967
       1557.00000000,        278.48541529,          3.49955104
       1558.00000000,        278.30670427,          3.49730529
       1559.00000000,        278.12822246,          3.49506242
       1560.00000000,        277.94996940,          3.49282242
       1561.00000000,        277.77194465,          3.49058530
       1562.00000000,        277.59414779,          3.48835104
       1563.00000000,        277.41657837,          3.48611964
       1564.00000000,        277.23923595,          3.48389108
       1565.00000000,        277.06212011,          3.48166538
       1566.00000000,        276.88523040,          3.47944252
       1567.00000000,        276.70856639,          3.47722249
       1568.00000000,        276.53212766,          3.47500530
       1569.00000000,        276.35591377,          3.47279093
       1570.00000000,        276.17992429,          3.47057938
       1571.00000000,        276.00415880,          3.46837065
       1572.00000000,        275.82861686,          3.46616472
       1573.00000000,        275.65329806,          3.46396160
       1574.00000000,        275.47820196,          3.46176128
       1575.00000000,        275.30332814,          3.45956375
       1576.00000000,        275.12867617,          3.45736901
       1577.00000000,        274.95424565,          3.45517705
       1578.00000000,        274.78003614,          3.45298787
       1579.00000000,        274.60604723,          3.45080146
       1580.00000000,        274.43227849,          3.44861782
       1581.00000000,        274.25872951,          3.44643694
       1582.00000000,        274.08539988,          3.44425881
       1583.00000000,        273.91228918,          3.44208344
       1584.00000000,        273.73939698,          3.43991081
       1585.00000000,        273.56672289,          3.43774092
       1586.00000000,        273.39426648,          3.43557377
       1587.00000000,        273.22202735,          3.43340935
       1588.00000000,        273.05000509,          3.43124766
       1589.00000000,        272.87819928,          3.42908868
       1590.00000000,        272.70660952,          3.42693242
       1591.00000000,        272.53523540,          3.42477887
       1592.00000000,        272.36407651,          3.42262802
       1593.00000000,        272.19313246,          3.42047988
       1594.00000000,        272.02240282,          3.41833442
       1595.00000000,        271.85188722,          3.41619166
       1596.00000000,        271.68158523,          3.41405158
       1597.00000000,        271.51149646,          3.41191419
       1598.00000000,        271.34162050,          3.40977946
       1599.00000000,        271.17195697,          3.40764741
       1600.00000000,        271.00250546,          3.40551802
       1601.00000000,        270.83326557,          3.40339128
       1602.00000000,        270.66423691,          3.40126721
       1603.00000000,        270.49541909,          3.39914578
       1604.00000000,        270.32681170,          3.39702700
       1605.00000000,        270.15841436,          3.39491085
       1606.00000000,        269.99022667,          3.39279734
       1607.00000000,        269.82224824,          3.39068647
       1608.00000000,        269.65447868,          3.38857821
       1609.00000000,        269.48691761,          3.38647258
       1610.00000000,        269.31956463,          3.38436956
       1611.00000000,        269.15241936,          3.38226915
       1612.00000000,        268.98548141,          3.38017134
       1613.00000000,        268.81875039,          3.37807614
       1614.00000000,        268.65222592,          3.37598353
       1615.00000000,        268.48590762,          3.37389351
       1616.00000000,        268.31979511,          3.37180608
       1617.00000000,        268.15388799,          3.36972123
       1618.00000000,        267.98818590,          3.36763896
       1619.00000000,        267.82268845,          3.36555926
       1620.00000000,        267.65739527,          3.36348212
       1621.00000000,        267.49230597,          3.36140755
       1622.00000000,        267.32742017,          3.35933553
       1623.00000000,        267.16273751,          3.35726607
       1624.00000000,        266.99825761,          3.35519915
       1625.00000000,        266.83398009,          3.35313478
       1626.00000000,        266.66990458,          3.35107295
       1627.00000000,        266.50603070,          3.34901365
       1628.00000000,        266.34235810,          3.34695688
       1629.00000000,        266.17888639,          3.34490263
       1630.00000000,        266.01561520,          3.34285090
       1631.00000000,        265.85254417,          3.34080169
       1632.00000000,        265.68967293,          3.33875499
